"FIPS","Region","State","1969.1","1969.2","1969.3","1969.4","1970.1","1970.2","1970.3","1970.4","1971.1","1971.2","1971.3","1971.4","1972.1","1972.2","1972.3","1972.4","1973.1","1973.2","1973.3","1973.4","1974.1","1974.2","1974.3","1974.4","1975.1","1975.2","1975.3","1975.4","1976.1","1976.2","1976.3","1976.4","1977.1","1977.2","1977.3","1977.4","1978.1","1978.2","1978.3","1978.4","1979.1","1979.2","1979.3","1979.4","1980.1","1980.2","1980.3","1980.4","1981.1","1981.2","1981.3","1981.4","1982.1","1982.2","1982.3","1982.4","1983.1","1983.2","1983.3","1983.4","1984.1","1984.2","1984.3","1984.4","1985.1","1985.2","1985.3","1985.4","1986.1","1986.2","1986.3","1986.4","1987.1","1987.2","1987.3","1987.4","1988.1","1988.2","1988.3","1988.4","1989.1","1989.2","1989.3","1989.4","1990.1","1990.2","1990.3","1990.4","1991.1","1991.2","1991.3","1991.4","1992.1","1992.2","1992.3","1992.4","1993.1","1993.2","1993.3","1993.4","1994.1","1994.2","1994.3","1994.4","1995.1","1995.2","1995.3","1995.4","1996.1","1996.2","1996.3","1996.4","1997.1","1997.2","1997.3","1997.4","1998.1","1998.2","1998.3","1998.4","1999.1","1999.2","1999.3","1999.4","2000.1","2000.2","2000.3","2000.4","2001.1","2001.2","2001.3","2001.4","2002.1","2002.2","2002.3","2002.4","2003.1","2003.2","2003.3","2003.4","2004.1","2004.2","2004.3","2004.4","2005.1"
"53","8","Washington",13147,13576,13821,14037,14009,14299,14464,14522,14685,14982,15147,15418,15581,15965,16374,17178,17510,18006,18654,19464,19821,20401,21352,22181,22560,23358,24031,24786,25470,26072,26795,27565,28025,28775,29814,31184,32515,33632,34877,36207,37558,38755,40335,41641,43188,43832,45350,47647,48407,49591,51362,51819,52337,53068,53644,54264,55462,56264,56503,58434,59559,60548,61855,62381,63818,64600,65130,66147,67519,68382,69590,71321,71429,72437,73815,76164,76913,78758,80414,82506,85415,87090,88810,91022,94212,96639,98561,100186,101859,103095,104459,106484,109090,110480,112193,116377,114302,117293,117647,119821,119818,122780,124024,126554,127918,129205,130518,131738,136060,138689,140918,142935,146962,149176,150785,153551,159889,162670,165553,166934,171665,171340,176399,182561,188893,186827,186848,188845,190904,196430,193591,193068,197019,198665,199248,198552,200164,203414,207040,204942,207696,212949,216326,241159,222642
"54","5","West Virginia",4698,4821,4918,5034,5209,5359,5464,5679,5789,5980,6105,5984,6459,6436,6637,6871,6997,7090,7340,7531,7662,7952,8259,8333,8871,8995,9177,9586,9999,10097,10251,10725,11006,11438,11602,11904,11382,12856,13312,13634,13771,13957,14500,14945,15409,15533,15865,16558,16879,16157,17863,18097,18271,18330,18312,18387,18357,18554,18753,19135,19635,19994,20409,20214,20497,20782,20818,21010,21301,21319,21530,21628,21623,21880,22057,22481,22357,22828,23107,23397,24117,24090,24303,24711,25357,25855,26233,26477,26693,27014,27240,27660,28504,28908,29272,29737,29592,30106,30113,30498,30544,31172,31540,31949,32130,32262,32340,32580,33169,33451,33820,34050,34552,34846,35121,35500,36245,36542,36956,37144,37000,37295,37691,38242,38971,39505,39750,40102,41343,41802,41919,42545,42764,43023,43097,43270,43918,44227,44559,45122,45844,46816,47112,48272,49040
"55","3","Wisconsin",15863,16242,16629,16859,17173,17442,17810,18012,18159,18862,19154,19448,20075,20369,20671,21600,22030,22721,23400,24447,24574,25160,25803,26348,26725,27323,28214,28979,29564,30129,30937,31792,32624,33720,34545,35659,36664,37680,38720,39694,41144,42218,43510,44817,46273,46509,47883,49828,50310,51194,53129,53344,53916,54505,55552,55430,55171,56498,57667,58679,60859,62052,63094,63842,64806,65422,65925,66684,67857,68583,69545,70372,71307,71950,73531,75236,75335,76764,78130,79504,82732,83331,84145,85534,86676,88252,89513,90097,90335,91619,92561,93982,96241,98284,99391,101752,100723,102965,103573,106255,106270,109065,111130,113243,114108,114752,115357,116502,118927,121081,122775,124091,126460,127909,129708,132317,135271,137717,139945,141736,141574,143446,145303,148486,151163,152914,154673,155441,158444,158733,158799,159578,160956,163200,163348,163962,165534,166962,168632,170788,172711,175273,178572,182515,184063
"56","7","Wyoming",1130,1165,1189,1210,1251,1290,1324,1347,1396,1425,1464,1510,1532,1569,1657,1748,1781,1873,1913,2052,2136,2186,2264,2385,2442,2501,2593,2694,2742,2801,2864,3021,3116,3268,3446,3597,3765,3971,4117,4281,4459,4635,4841,5074,5277,5339,5624,5986,6049,6193,6467,6629,6827,6930,6788,6633,6492,6428,6511,6681,6653,6784,6948,7032,7011,7137,7191,7278,7310,7039,6832,6702,6638,6741,6787,6881,6753,6933,7012,7055,7381,7468,7578,7715,7985,8168,8225,8291,8465,8523,8605,8723,8881,8985,9032,9182,9289,9394,9471,9648,9591,9784,9898,10107,10124,10203,10216,10287,10428,10602,10777,10907,11251,11343,11567,11674,11946,12119,12304,12386,12793,12876,13103,13427,13686,13947,14134,14486,14691,14934,15054,15208,15405,15538,15566,15635,15906,16107,16401,16725,16953,17266,17440,17827,18130
"91","1","New England",47469,48586,49716,50669,51394,52615,53353,53835,54754,55725,56789,57316,59023,59947,61032,63179,64564,66033,67110,68632,70053,71715,73348,74617,75165,76782,78430,80393,82126,83753,86285,87630,89542,91716,94137,96906,99005,102100,105200,107715,111423,113686,117308,121383,126533,128470,132465,138513,141264,144493,150561,152935,155569,158772,163028,164529,167376,171165,174533,180823,186772,192512,198196,202345,206156,209137,211547,216385,221165,225337,229011,234208,238547,243416,250586,257894,264306,268798,274491,281626,287628,290117,292020,294583,296898,300719,302883,301394,301286,303735,304401,307696,313485,318662,321492,329536,321162,328482,332912,337678,334971,343086,346112,352279,355800,359961,363436,366821,373299,380163,384848,390347,397037,401385,406559,414978,422872,432308,439734,445294,446877,452797,461928,471943,494281,498851,509495,513216,525875,524965,522340,524426,526013,531838,529709,529303,533093,536618,542508,549975,558706,567799,574322,587218,592374
"92","2","Mideast",175965,179809,183905,187709,190104,195756,198457,199821,204696,208815,211408,214099,218706,222997,228405,236905,240030,243576,247273,253392,257596,265145,271675,277481,280309,286089,292463,298905,304959,309462,317654,322307,329573,337248,345497,354557,360025,370956,380189,389730,397551,406175,418880,431668,444996,451919,464082,483301,494013,505237,524072,531590,541064,550600,561295,569833,575651,585204,597433,613331,630703,648611,664174,676527,687461,696583,703443,716373,729754,740276,752174,761263,774107,787177,803404,824922,851063,855852,872837,893153,918037,930787,941520,950548,970588,987098,999619,998850,1001678,1012819,1020248,1030805,1046687,1058482,1072449,1099963,1063475,1092871,1102376,1123994,1098917,1131146,1141659,1160716,1175805,1184294,1193857,1202621,1227797,1246728,1257807,1275829,1293330,1305686,1326155,1351911,1374149,1400687,1417644,1426083,1451576,1453949,1473660,1489860,1544756,1570705,1592510,1614961,1622152,1620313,1639943,1629171,1639285,1649231,1646982,1645826,1661217,1683268,1700833,1722682,1745842,1765295,1792141,1844375,1860715
"93","3","Great Lakes",156237,159578,163309,165740,165798,168295,170959,171210,175447,181299,183086,186649,192390,195254,199055,207518,214121,219749,225248,232836,234535,238397,246858,251206,252065,256648,264711,272318,279488,285474,292138,300343,306580,317413,327047,336160,341796,352507,362603,372538,382845,388965,399170,408471,419732,418219,429798,447813,453977,462442,476941,480434,479936,488717,493577,496978,498572,507679,517944,532399,550173,563993,575854,584336,594192,599911,604857,616705,623965,631532,637856,644328,652959,658476,669343,682923,694708,704722,717098,727477,754194,757990,765024,774175,787944,801532,811225,815963,812216,822284,833189,846866,860783,879585,887603,910881,892554,915972,922463,943490,946372,968301,984780,1003348,1013093,1016583,1022648,1034098,1049312,1068482,1082241,1093152,1111069,1122563,1138430,1158579,1182170,1200524,1214199,1233056,1235531,1247556,1256031,1282697,1321490,1328403,1342677,1343314,1357092,1358575,1359027,1362062,1361091,1383841,1384855,1388133,1401242,1414413,1426836,1448280,1449990,1472840,1488881,1528206,1539547
"94","4","Plains",55787,57199,59028,60320,61388,62184,63473,64073,65500,67218,68018,69303,71309,72438,74821,79956,81576,85423,88758,94010,92153,90724,92802,94941,97380,99735,103474,105613,106708,107735,109870,113098,116394,118585,121619,128133,131067,135323,138607,144625,145780,149225,153905,158725,161510,158056,164915,173332,179730,182683,190370,192018,193081,197246,198307,204828,202324,205898,208593,215187,224606,230279,235360,239075,242222,244760,246131,249324,252123,254520,258280,260747,264758,267578,270876,275948,278892,281159,284176,284052,298216,300938,303874,308563,314701,320120,323721,324822,327134,330972,334684,339277,347765,352860,356954,364192,358472,365871,361696,373005,378081,387291,392822,399613,401742,404480,407903,413314,427717,436451,439386,445597,452053,455692,463105,470689,480925,489364,495943,503064,501622,507884,511283,525238,535501,544105,551766,552155,560168,562679,562231,565854,571440,577427,577921,580175,588126,593939,600659,606332,618599,627465,632964,654880,658112
"95","5","Southeast",128239,131545,135746,138054,140553,145405,147764,150701,154880,159858,163295,166558,173741,176868,182482,192143,196650,203111,210140,218147,222297,227963,235538,239554,242353,249081,256053,264672,273468,278616,285712,293981,299625,309558,318985,331164,339053,353122,365354,375213,387845,395607,409268,424557,439220,444422,461602,484162,498614,507778,530745,537456,542972,552716,561857,568452,581248,592498,604760,622749,644161,664091,682594,694736,709116,719843,726142,740187,755004,763011,774522,783668,798042,809469,827150,849427,857231,877331,898506,918374,946039,957936,967585,985918,1006541,1023082,1037653,1043111,1054351,1067841,1078470,1096344,1119524,1139607,1154984,1181470,1177546,1201532,1212403,1234582,1238754,1270950,1290678,1314605,1334704,1345940,1359474,1378644,1402406,1432368,1448427,1465514,1496649,1507952,1530289,1558078,1592898,1622144,1648093,1671004,1684841,1701641,1722136,1757182,1805265,1831566,1856565,1868445,1904554,1923332,1924203,1939649,1957541,1982269,1982110,1990412,2015610,2033661,2057574,2091668,2122817,2158817,2180006,2255134,2277652
"96","6","Southwest",52075,53386,55155,56239,57541,59675,60618,61705,63462,65089,65863,67457,70040,71052,73420,77065,78498,81802,84740,87939,89892,92290,95881,98159,101160,103887,107606,111435,115050,117615,121242,125008,126973,131004,135669,142745,145281,152195,158617,163869,170557,175416,182419,191101,197906,200519,209991,221850,230013,237757,249416,256983,263632,265937,267197,270745,274381,279353,284469,293275,299754,309629,318391,324307,331449,335651,338237,342921,345306,344252,344528,343632,347891,350576,355837,362125,364877,372616,379045,385486,395075,399833,404899,411561,421961,430844,439243,441843,444911,451493,456065,464260,474513,483600,490129,501644,500829,512210,516352,527699,527051,542108,551479,564525,569769,576641,583724,592349,605424,618213,628216,638599,656301,666880,680791,693710,714434,725973,739095,749358,757103,768368,778985,800059,831046,843860,859754,866645,888632,892597,893639,896312,897991,906404,905619,908070,916591,929649,939973,954625,970643,986252,995879,1028250,1040816
"97","7","Rocky Mountain",16281,16737,17205,17555,18228,18731,19288,19591,20257,20935,21243,21865,22652,23160,24224,25606,25852,27035,27772,29181,29852,30421,31620,32325,32753,33638,34896,35915,36863,37661,38562,39854,40540,41915,43448,45598,46973,48963,50554,52461,54091,54967,57345,60065,62412,62318,64797,69181,70570,72177,75540,77003,77844,79663,79837,82383,82903,84100,85502,87953,89491,91943,94175,95701,96658,97584,98012,99145,100555,100488,100849,100994,102065,103287,104332,106315,105822,108209,110197,111965,115975,117638,119139,120980,123973,126247,128310,129517,131486,133432,135022,137418,140755,143451,145870,148570,151631,154974,156624,160940,160237,165704,168635,172462,175944,177357,179852,183184,187075,191300,194366,197410,200530,203695,208335,211656,218779,221757,225374,229466,233178,237129,240161,248303,256287,262406,267563,269840,278383,279885,279843,280603,282472,284822,284490,285541,286981,289929,294586,296313,302321,307822,309969,320499,324818
"98","8","Far West",113142,116289,118882,121383,123408,126530,128021,129243,131209,134096,136254,139364,142469,144951,149625,156116,158033,162666,166563,171961,176382,182172,188891,193741,197600,203189,209230,215619,221737,227880,234812,240776,246176,253340,259982,271414,281292,290433,298783,308318,321383,329793,341663,354072,366840,373534,385579,405037,413343,421643,437731,442872,446898,454112,461249,466690,479083,487112,495234,510799,528390,541035,555495,565811,581239,586610,592927,604465,616428,624400,634842,643778,656298,668594,678864,695435,707607,723672,739071,755422,773452,786338,798430,815521,839730,854741,865356,877516,873528,883274,890764,900837,918854,931456,941685,960043,943206,959777,964423,981284,974858,996219,1006640,1021226,1037799,1046353,1056137,1064637,1090312,1108750,1122430,1139974,1158370,1175286,1195254,1216328,1253399,1276045,1298502,1318501,1340311,1353281,1373817,1417622,1472216,1486692,1526144,1525817,1544165,1551417,1545131,1548749,1558879,1574420,1574541,1580586,1590486,1612077,1634630,1652405,1676369,1707180,1727086,1803227,1796862
"Quarterly Personal Income, millions of dollars, seasonally adjusted at annual rates"
"Source: Regional Economic Information System / Bureau of Economic Analysis / U.S. Department of Commerce / June 2005"
