SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,24,041,Maryland,Talbot County,5,34360,16381,17979,1739,903,836,3779,1876,1903,1744,915,829,2188,1125,1063,27976,13142,14834,27098,12687,14411,11777,5843,5934,9384,4447,4937,7244,3089,4155,922,303,619,43.9,42.2,45.4
050,24,041,Maryland,Talbot County,6,34561,16500,18061,1756,909,847,3704,1853,1851,1768,913,855,2307,1194,1113,28207,13293,14914,27333,12825,14508,11882,5916,5966,9433,4470,4963,7328,3130,4198,959,327,632,43.9,42.2,45.5
050,24,041,Maryland,Talbot County,7,35191,16793,18398,1865,963,902,3602,1780,1822,1804,941,863,2448,1259,1189,28786,13561,15225,27920,13109,14811,12203,6054,6149,9495,4508,4987,7549,3223,4326,1037,360,677,43.9,42.2,45.5
050,24,041,Maryland,Talbot County,8,35639,17008,18631,1890,983,907,3563,1761,1802,1823,935,888,2501,1307,1194,29258,13767,15491,28363,13329,15034,12476,6206,6270,9526,4529,4997,7733,3297,4436,1135,412,723,43.9,42.1,45.5
050,24,041,Maryland,Talbot County,9,36077,17217,18860,1919,973,946,3516,1757,1759,1839,937,902,2582,1352,1230,29738,14031,15707,28803,13550,15253,12699,6325,6374,9555,4556,4999,7936,3383,4553,1221,448,773,43.9,42.2,45.5
050,24,041,Maryland,Talbot County,10,36193,17281,18912,1922,974,948,3489,1756,1733,1784,911,873,2577,1356,1221,29915,14124,15791,28998,13640,15358,12711,6342,6369,9482,4500,4982,8170,3503,4667,1307,479,828,44.1,42.3,45.8
050,24,043,Maryland,Washington County,1,131923,67410,64513,8108,4194,3914,15864,8228,7636,6942,3501,3441,10652,6019,4633,104402,53202,51200,101009,51487,49522,57137,31198,25939,30351,15309,15042,18690,7585,11105,2246,600,1646,37.4,35.9,39.0
050,24,043,Maryland,Washington County,2,131923,67410,64513,8108,4194,3914,15864,8228,7636,6942,3501,3441,10652,6019,4633,104402,53202,51200,101009,51487,49522,57137,31198,25939,30351,15309,15042,18690,7585,11105,2246,600,1646,37.4,35.9,39.0
050,24,043,Maryland,Washington County,3,132102,67527,64575,8120,4203,3917,15833,8216,7617,6946,3502,3444,10729,6063,4666,104595,53321,51274,101203,51606,49597,57148,31226,25922,30512,15391,15121,18725,7601,11124,2279,612,1667,37.4,36.0,39.1
050,24,043,Maryland,Washington County,4,133008,67932,65076,8192,4249,3943,15744,8184,7560,7052,3572,3480,11099,6208,4891,105508,53707,51801,102020,51927,50093,57340,31288,26052,31116,15647,15469,18816,7656,11160,2364,666,1698,37.6,36.1,39.3
050,24,043,Maryland,Washington County,5,134607,68791,65816,8270,4324,3946,15730,8124,7606,7199,3695,3504,11478,6380,5098,107013,54480,52533,103408,52648,50760,58042,31667,26375,31780,16013,15767,18992,7703,11289,2483,712,1771,37.7,36.1,39.4
050,24,043,Maryland,Washington County,6,136411,69698,66713,8449,4418,4031,15711,8093,7618,7248,3754,3494,11805,6542,5263,108621,55275,53346,105003,53433,51570,58836,32152,26684,32390,16269,16121,19194,7810,11384,2582,743,1839,37.6,36.0,39.4
050,24,043,Maryland,Washington County,7,138816,70708,68108,8792,4518,4274,15791,8175,7616,7410,3869,3541,12055,6560,5495,110505,56077,54428,106823,54146,52677,59937,32556,27381,33072,16643,16429,19346,7838,11508,2665,757,1908,37.5,35.9,39.3
050,24,043,Maryland,Washington County,8,141252,71939,69313,8896,4562,4334,15995,8268,7727,7516,3965,3551,12070,6716,5354,112584,57133,55451,108845,55144,53701,61246,33247,27999,33770,16963,16807,19461,7905,11556,2754,811,1943,37.3,35.7,39.2
050,24,043,Maryland,Washington County,9,143334,72894,70440,9123,4678,4445,16089,8334,7755,7643,4004,3639,11857,6657,5200,114308,57893,56415,110479,55878,54601,62129,33582,28547,34409,17350,17059,19669,7958,11711,2954,877,2077,37.1,35.7,39.0
050,24,043,Maryland,Washington County,10,145113,73775,71338,9337,4772,4565,16245,8442,7803,7607,3966,3641,12004,6712,5292,115783,58636,57147,111924,56595,55329,62808,33975,28833,34994,17571,17423,19903,8081,11822,3101,918,2183,37.0,35.6,38.8
050,24,045,Maryland,Wicomico County,1,84644,40335,44309,5317,2641,2676,10784,5605,5179,4864,2492,2372,9999,4715,5284,66104,30838,35266,63679,29597,34082,37376,17965,19411,19115,9135,9980,10823,4366,6457,1189,299,890,35.8,34.6,36.8
050,24,045,Maryland,Wicomico County,2,84644,40335,44309,5317,2641,2676,10784,5605,5179,4864,2492,2372,9999,4715,5284,66104,30838,35266,63679,29597,34082,37376,17965,19411,19115,9135,9980,10823,4366,6457,1189,299,890,35.8,34.6,36.8
050,24,045,Maryland,Wicomico County,3,84863,40432,44431,5345,2654,2691,10780,5602,5178,4872,2495,2377,10063,4752,5311,66294,30923,35371,63866,29681,34185,37421,17988,19433,19253,9198,10055,10841,4370,6471,1202,304,898,35.8,34.6,36.9
050,24,045,Maryland,Wicomico County,4,85293,40635,44658,5475,2724,2751,10579,5457,5122,4833,2475,2358,10411,4944,5467,66814,31187,35627,64406,29979,34427,37401,17972,19429,19742,9432,10310,10900,4408,6492,1230,312,918,36.1,34.8,37.1
050,24,045,Maryland,Wicomico County,5,85981,40937,45044,5499,2759,2740,10576,5441,5135,4782,2451,2331,10718,5051,5667,67538,31502,36036,65124,30286,34838,37414,17979,19435,20278,9715,10563,11049,4457,6592,1294,334,960,36.2,34.9,37.4
050,24,045,Maryland,Wicomico County,6,87320,41613,45707,5667,2861,2806,10496,5352,5144,4811,2482,2329,10918,5186,5732,68751,32155,36596,66346,30918,35428,37830,18220,19610,20876,10005,10871,11221,4525,6696,1365,363,1002,36.1,34.7,37.5
050,24,045,Maryland,Wicomico County,7,88637,42203,46434,5880,2968,2912,10354,5286,5068,4885,2494,2391,10826,5106,5720,69882,32667,37215,67518,31455,36063,38256,18427,19829,21497,10311,11186,11372,4589,6783,1409,396,1013,36.0,34.7,37.3
050,24,045,Maryland,Wicomico County,8,90450,43089,47361,6031,3076,2955,10464,5309,5155,4904,2480,2424,11054,5277,5777,71461,33450,38011,69051,32224,36827,39010,18776,20234,22055,10598,11457,11693,4712,6981,1525,426,1099,35.9,34.5,37.2
050,24,045,Maryland,Wicomico County,9,92465,44111,48354,6193,3141,3052,10525,5312,5213,5007,2573,2434,11067,5300,5767,73272,34354,38918,70740,33085,37655,39886,19319,20567,22535,10783,11752,12070,4886,7184,1636,459,1177,35.8,34.3,37.0
050,24,045,Maryland,Wicomico County,10,93600,44672,48928,6337,3208,3129,10554,5340,5214,4986,2536,2450,11164,5346,5818,74215,34822,39393,71723,33588,38135,40215,19544,20671,22805,10930,11875,12462,5028,7434,1748,504,1244,35.7,34.2,37.1
050,24,047,Maryland,Worcester County,1,46543,22695,23848,2273,1177,1096,5040,2560,2480,2246,1202,1044,2863,1466,1397,38121,18375,19746,36984,17756,19228,16829,8427,8402,12497,6024,6473,9351,4208,5143,829,235,594,43.0,41.7,44.2
050,24,047,Maryland,Worcester County,2,46543,22695,23848,2273,1177,1096,5040,2560,2480,2246,1202,1044,2863,1466,1397,38121,18375,19746,36984,17756,19228,16829,8427,8402,12497,6024,6473,9351,4208,5143,829,235,594,43.0,41.7,44.2
050,24,047,Maryland,Worcester County,3,46775,22811,23964,2275,1178,1097,5045,2563,2482,2260,1210,1050,2894,1481,1413,38339,18483,19856,37195,17860,19335,16884,8461,8423,12609,6075,6534,9409,4235,5174,841,240,601,43.0,41.8,44.3
050,24,047,Maryland,Worcester County,4,47599,23160,24439,2441,1230,1211,4986,2520,2466,2270,1192,1078,3137,1613,1524,39042,18810,20232,37902,18218,19684,17333,8699,8634,12612,6069,6543,9653,4341,5312,872,250,622,42.8,41.7,44.0
050,24,047,Maryland,Worcester County,5,48211,23431,24780,2507,1271,1236,4933,2492,2441,2262,1174,1088,3313,1709,1604,39628,19079,20549,38509,18494,20015,17634,8837,8797,12625,6103,6522,9945,4440,5505,908,271,637,42.9,41.7,44.0
050,24,047,Maryland,Worcester County,6,48710,23700,25010,2529,1285,1244,4891,2473,2418,2275,1176,1099,3441,1790,1651,40139,19361,20778,39015,18766,20249,17890,9008,8882,12540,6056,6484,10274,4583,5691,974,313,661,43.0,41.8,44.1
050,24,047,Maryland,Worcester County,7,48905,23764,25141,2527,1285,1242,4750,2403,2347,2381,1212,1169,3382,1741,1641,40379,19446,20933,39247,18864,20383,17978,9011,8967,12529,6063,6466,10458,4666,5792,1038,344,694,43.1,41.9,44.3
050,24,047,Maryland,Worcester County,8,48833,23714,25119,2500,1262,1238,4674,2387,2287,2345,1171,1174,3404,1751,1653,40444,19462,20982,39314,18894,20420,17934,9016,8918,12570,6082,6488,10596,4696,5900,1148,406,742,43.3,42.1,44.6
050,24,047,Maryland,Worcester County,9,49162,23869,25293,2429,1264,1165,4655,2340,2315,2382,1203,1179,3468,1767,1701,40922,19680,21242,39696,19062,20634,18080,9081,8999,12638,6150,6488,10761,4718,6043,1263,455,808,43.4,42.1,44.7
050,24,047,Maryland,Worcester County,10,49374,23969,25405,2437,1262,1175,4614,2328,2286,2334,1183,1151,3543,1790,1753,41188,19790,21398,39989,19196,20793,18225,9174,9051,12596,6184,6412,10962,4745,6217,1355,472,883,43.5,42.0,44.8
050,24,510,Maryland,Baltimore city,1,651154,303687,347467,41694,21149,20545,84959,43204,41755,34700,17265,17435,71141,33542,37599,506954,230508,276446,489801,222069,267732,291789,139105,152684,137947,63230,74717,85921,32497,53424,9956,2727,7229,35.0,33.3,36.5
050,24,510,Maryland,Baltimore city,2,651154,303687,347467,41694,21149,20545,84959,43204,41755,34700,17265,17435,71141,33542,37599,506954,230508,276446,489801,222069,267732,291789,139105,152684,137947,63230,74717,85921,32497,53424,9956,2727,7229,35.0,33.3,36.5
050,24,510,Maryland,Baltimore city,3,648615,302481,346134,41379,20986,20393,84333,42880,41453,34542,17177,17365,71284,33627,37657,505397,229818,275579,488361,221438,266923,290544,138535,152009,138079,63274,74805,85517,32348,53169,9986,2740,7246,35.0,33.3,36.5
050,24,510,Maryland,Baltimore city,4,645253,300780,344473,41895,21191,20704,82351,41840,40511,34802,17455,17347,71111,33663,37448,503343,228766,274577,486205,220294,265911,286836,136872,149964,141017,64414,76603,84132,31859,52273,10042,2781,7261,35.2,33.4,36.8
050,24,510,Maryland,Baltimore city,5,636760,297032,339728,41988,21274,20714,79555,40458,39097,34829,17440,17389,70763,33560,37203,497353,226293,271060,480388,217860,262528,281728,134723,147005,143038,65245,77793,81408,30804,50604,10108,2816,7292,35.4,33.5,37.0
050,24,510,Maryland,Baltimore city,6,642324,299719,342605,43235,21888,21347,78166,39807,38359,35604,17920,17684,72205,34401,37804,502670,228843,273827,485319,220104,265215,282604,135288,147316,148207,67478,80729,80899,30587,50312,10553,2987,7566,35.4,33.6,37.2
050,24,510,Maryland,Baltimore city,7,641004,298670,342334,44393,22744,21649,76038,38596,37442,36880,18524,18356,71419,34148,37271,501566,227749,273817,483693,218806,264887,280212,133838,146374,151539,68778,82761,78995,29784,49211,10574,3030,7544,35.4,33.5,37.2
050,24,510,Maryland,Baltimore city,8,640064,297975,342089,45232,23247,21985,73997,37586,36411,37522,18789,18733,70869,33719,37150,501379,227369,274010,483313,218353,264960,278171,132613,145558,154999,70259,84740,77927,29363,48564,10933,3133,7800,35.4,33.5,37.2
050,24,510,Maryland,Baltimore city,9,640961,298788,342173,45832,23610,22222,73036,37038,35998,37442,18837,18605,71317,34092,37225,503326,228632,274694,484651,219303,265348,278391,133128,145263,157793,71405,86388,76762,28934,47828,11303,3267,8036,35.4,33.3,37.1
050,24,510,Maryland,Baltimore city,10,637455,297345,340110,46455,23890,22565,71961,36537,35424,36739,18477,18262,71252,34278,36974,501288,227885,273403,482300,218441,263859,275521,132036,143485,159096,71867,87229,75658,28562,47096,11596,3397,8199,35.4,33.1,37.2
