SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004
050,25,019,Massachussets,Nantucket County,2,2,02,6,6,6,6,6,6,6
050,25,019,Massachussets,Nantucket County,2,2,03,0,0,0,0,0,0,0
050,25,019,Massachussets,Nantucket County,2,2,04,0,0,1,1,1,0,2
050,25,019,Massachussets,Nantucket County,2,2,05,4,4,6,4,5,6,4
050,25,019,Massachussets,Nantucket County,2,2,06,0,0,0,0,0,0,1
050,25,021,Massachussets,Norfolk County,1,1,01,273775,273775,273975,272789,271273,269378,267372
050,25,021,Massachussets,Norfolk County,1,1,02,10512,10512,10589,11089,11752,12603,13660
050,25,021,Massachussets,Norfolk County,1,1,03,356,356,353,375,374,377,368
050,25,021,Massachussets,Norfolk County,1,1,04,17361,17361,17747,18965,20200,21002,21986
050,25,021,Massachussets,Norfolk County,1,1,05,87,87,52,52,60,61,65
050,25,021,Massachussets,Norfolk County,1,1,06,2419,2419,2380,2496,2618,2733,2838
050,25,021,Massachussets,Norfolk County,1,2,01,5027,5027,5108,5383,5706,5985,6465
050,25,021,Massachussets,Norfolk County,1,2,02,627,627,651,621,625,632,667
050,25,021,Massachussets,Norfolk County,1,2,03,72,72,77,82,83,87,94
050,25,021,Massachussets,Norfolk County,1,2,04,68,68,64,64,70,70,78
050,25,021,Massachussets,Norfolk County,1,2,05,28,28,2,1,1,4,3
050,25,021,Massachussets,Norfolk County,1,2,06,205,205,85,78,86,88,96
050,25,021,Massachussets,Norfolk County,2,1,01,301299,301299,301383,299633,297049,294301,291270
050,25,021,Massachussets,Norfolk County,2,1,02,10702,10702,10752,11470,12067,12847,13839
050,25,021,Massachussets,Norfolk County,2,1,03,390,390,349,375,369,379,373
050,25,021,Massachussets,Norfolk County,2,1,04,18772,18772,19137,20429,21757,22712,23841
050,25,021,Massachussets,Norfolk County,2,1,05,77,77,51,60,64,67,69
050,25,021,Massachussets,Norfolk County,2,1,06,2568,2568,2585,2733,2843,2950,3071
050,25,021,Massachussets,Norfolk County,2,2,01,5150,5150,5203,5619,5924,6158,6562
050,25,021,Massachussets,Norfolk County,2,2,02,483,483,507,537,559,577,634
050,25,021,Massachussets,Norfolk County,2,2,03,64,64,72,78,82,89,93
050,25,021,Massachussets,Norfolk County,2,2,04,77,77,58,62,64,65,69
050,25,021,Massachussets,Norfolk County,2,2,05,21,21,2,4,4,4,3
050,25,021,Massachussets,Norfolk County,2,2,06,168,168,68,78,80,87,101
050,25,023,Massachussets,Plymouth County,1,1,01,205605,205605,206390,207470,208636,208996,209314
050,25,023,Massachussets,Plymouth County,1,1,02,13741,13741,13837,14906,15796,16727,17591
050,25,023,Massachussets,Plymouth County,1,1,03,530,530,491,511,529,532,530
050,25,023,Massachussets,Plymouth County,1,1,04,2213,2213,2277,2443,2583,2746,2793
050,25,023,Massachussets,Plymouth County,1,1,05,125,125,63,72,71,76,75
050,25,023,Massachussets,Plymouth County,1,1,06,2147,2147,2145,2290,2413,2549,2645
050,25,023,Massachussets,Plymouth County,1,2,01,4536,4536,4607,4821,5037,5282,5378
050,25,023,Massachussets,Plymouth County,1,2,02,1161,1161,1162,1189,1216,1255,1270
050,25,023,Massachussets,Plymouth County,1,2,03,105,105,102,107,109,108,115
050,25,023,Massachussets,Plymouth County,1,2,04,38,38,28,28,32,30,28
050,25,023,Massachussets,Plymouth County,1,2,05,20,20,41,43,44,43,42
050,25,023,Massachussets,Plymouth County,1,2,06,178,178,128,134,142,144,151
050,25,023,Massachussets,Plymouth County,2,1,01,217891,217891,218623,219394,220370,220517,220544
050,25,023,Massachussets,Plymouth County,2,1,02,13690,13690,13788,14812,15660,16547,17387
050,25,023,Massachussets,Plymouth County,2,1,03,494,494,473,489,505,516,517
050,25,023,Massachussets,Plymouth County,2,1,04,2482,2482,2490,2666,2831,3006,3054
050,25,023,Massachussets,Plymouth County,2,1,05,107,107,63,73,72,78,80
050,25,023,Massachussets,Plymouth County,2,1,06,2260,2260,2311,2434,2575,2720,2815
050,25,023,Massachussets,Plymouth County,2,2,01,4251,4251,4316,4505,4725,4945,5033
050,25,023,Massachussets,Plymouth County,2,2,02,995,995,999,1013,1052,1076,1071
050,25,023,Massachussets,Plymouth County,2,2,03,49,49,52,52,54,57,58
050,25,023,Massachussets,Plymouth County,2,2,04,28,28,17,22,19,21,21
050,25,023,Massachussets,Plymouth County,2,2,05,11,11,27,19,24,25,25
050,25,023,Massachussets,Plymouth County,2,2,06,165,165,100,107,119,118,118
050,25,025,Massachussets,Suffolk County,1,1,01,179158,179158,178645,178683,175883,172116,168521
050,25,025,Massachussets,Suffolk County,1,1,02,71472,71472,71606,70754,69494,68015,66156
050,25,025,Massachussets,Suffolk County,1,1,03,851,851,891,870,841,802,770
050,25,025,Massachussets,Suffolk County,1,1,04,24271,24271,24499,24929,24874,24865,24775
050,25,025,Massachussets,Suffolk County,1,1,05,231,231,249,252,244,246,238
050,25,025,Massachussets,Suffolk County,1,1,06,3741,3741,3825,3863,3897,3906,3914
050,25,025,Massachussets,Suffolk County,1,2,01,40327,40327,40470,41585,42429,43390,44126
050,25,025,Massachussets,Suffolk County,1,2,02,10219,10219,10275,10505,10665,10948,11195
050,25,025,Massachussets,Suffolk County,1,2,03,726,726,776,789,776,783,790
050,25,025,Massachussets,Suffolk County,1,2,04,309,309,290,296,299,290,292
050,25,025,Massachussets,Suffolk County,1,2,05,211,211,129,129,132,137,132
050,25,025,Massachussets,Suffolk County,1,2,06,1159,1159,1218,1227,1242,1274,1301
050,25,025,Massachussets,Suffolk County,2,1,01,188607,188607,187955,187382,184053,179708,175391
050,25,025,Massachussets,Suffolk County,2,1,02,83747,83747,83766,83138,82264,80789,78744
050,25,025,Massachussets,Suffolk County,2,1,03,983,983,1005,993,958,921,912
050,25,025,Massachussets,Suffolk County,2,1,04,25241,25241,25471,25928,25988,26065,26025
050,25,025,Massachussets,Suffolk County,2,1,05,239,239,245,239,247,250,244
050,25,025,Massachussets,Suffolk County,2,1,06,4235,4235,4417,4459,4499,4488,4470
050,25,025,Massachussets,Suffolk County,2,2,01,40063,40063,40163,41029,41811,42457,42937
050,25,025,Massachussets,Suffolk County,2,2,02,11522,11522,11563,11786,12044,12304,12529
050,25,025,Massachussets,Suffolk County,2,2,03,684,684,723,741,742,746,753
050,25,025,Massachussets,Suffolk County,2,2,04,371,371,344,354,347,336,338
050,25,025,Massachussets,Suffolk County,2,2,05,247,247,141,147,136,135,136
050,25,025,Massachussets,Suffolk County,2,2,06,1193,1193,1261,1278,1318,1328,1333
050,25,027,Massachussets,Worcester County,1,1,01,317141,316731,317892,319902,321126,321986,322265
050,25,027,Massachussets,Worcester County,1,1,02,10316,10012,10084,10768,11432,11846,12210
050,25,027,Massachussets,Worcester County,1,1,03,746,737,751,783,796,810,803
050,25,027,Massachussets,Worcester County,1,1,04,10142,10126,10139,10985,11854,12696,13366
050,25,027,Massachussets,Worcester County,1,1,05,100,99,142,152,157,170,177
050,25,027,Massachussets,Worcester County,1,1,06,3116,3109,3110,3274,3459,3618,3764
050,25,027,Massachussets,Worcester County,1,2,01,22106,21877,22055,23134,24103,25036,25782
050,25,027,Massachussets,Worcester County,1,2,02,2253,2245,2218,2269,2328,2406,2452
050,25,027,Massachussets,Worcester County,1,2,03,290,289,275,289,300,311,315
050,25,027,Massachussets,Worcester County,1,2,04,107,107,142,147,154,159,162
050,25,027,Massachussets,Worcester County,1,2,05,157,157,88,94,97,99,103
050,25,027,Massachussets,Worcester County,1,2,06,447,443,526,553,590,606,647
050,25,027,Massachussets,Worcester County,2,1,01,335883,335885,336816,338474,339195,339680,339269
050,25,027,Massachussets,Worcester County,2,1,02,8581,8579,8682,9330,9925,10314,10657
050,25,027,Massachussets,Worcester County,2,1,03,797,797,778,807,814,835,836
050,25,027,Massachussets,Worcester County,2,1,04,9972,9972,10026,10791,11664,12521,13153
050,25,027,Massachussets,Worcester County,2,1,05,106,106,131,141,154,157,172
050,25,027,Massachussets,Worcester County,2,1,06,3199,3199,3212,3381,3541,3704,3850
050,25,027,Massachussets,Worcester County,2,2,01,22110,22109,22300,23292,24291,25159,25808
050,25,027,Massachussets,Worcester County,2,2,02,2313,2313,2295,2338,2398,2437,2455
050,25,027,Massachussets,Worcester County,2,2,03,277,277,275,287,298,305,312
050,25,027,Massachussets,Worcester County,2,2,04,124,124,162,176,184,194,196
050,25,027,Massachussets,Worcester County,2,2,05,186,186,97,106,105,116,113
050,25,027,Massachussets,Worcester County,2,2,06,494,494,536,565,587,607,621
