stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whiteac_tot,whiteac_nonhisp,whiteac_hisp,blackac_tot,blackac_nonhisp,blackac_hisp,aianac_tot,aianac_nonhisp,aianac_hisp,asiaac_tot,asiaac_nonhisp,asiaac_hisp,nhpiac_tot,nhpiac_nonhisp,nhpiac_hisp
39169,2,3,Ohio,Wayne County,5,112808,111874,934,109950,109104,846,2109,2073,36,565,510,55,1023,1007,16,14,11,3
39171,2,3,Ohio,Williams County,5,38967,37865,1102,38302,37244,1058,348,328,20,226,200,26,281,277,4,0,0,0
39173,2,3,Ohio,Wood County,5,122336,118225,4111,119024,115070,3954,1852,1747,105,703,611,92,1696,1675,21,16,14,2
39175,2,3,Ohio,Wyandot County,5,22775,22453,322,22573,22254,319,73,73,0,54,53,1,143,141,2,0,0,0
39001,2,3,Ohio,Adams County,6,28026,27814,212,27695,27511,184,104,85,19,440,414,26,55,55,0,7,4,3
39003,2,3,Ohio,Allen County,6,108241,106663,1578,93867,92473,1394,14307,14143,164,661,632,29,1004,981,23,4,0,4
39005,2,3,Ohio,Ashland County,6,53749,53418,331,52932,52613,319,555,547,8,234,223,11,354,354,0,2,2,0
39007,2,3,Ohio,Ashtabula County,6,103120,100513,2607,99259,96833,2426,3903,3723,180,589,559,30,496,482,14,38,13,25
39009,2,3,Ohio,Athens County,6,64380,63754,626,61279,60716,563,1743,1714,29,618,576,42,1576,1567,9,11,11,0
39011,2,3,Ohio,Auglaize County,6,46740,46391,349,46328,46005,323,223,212,11,269,246,23,272,264,8,7,1,6
39013,2,3,Ohio,Belmont County,6,69636,69369,267,66608,66361,247,2884,2872,12,281,272,9,297,296,1,4,1,3
39015,2,3,Ohio,Brown County,6,43807,43669,138,43199,43085,114,495,483,12,236,223,13,106,103,3,2,0,2
39017,2,3,Ohio,Butler County,6,343207,337513,5694,315642,310332,5310,21692,21438,254,2006,1873,133,7491,7412,79,350,328,22
39019,2,3,Ohio,Carroll County,6,29599,29419,180,29303,29139,164,195,187,8,190,183,7,64,60,4,7,1,6
39021,2,3,Ohio,Champaign County,6,39544,39215,329,38365,38054,311,1120,1116,4,265,256,9,161,159,2,3,0,3
39023,2,3,Ohio,Clark County,6,143351,141466,1885,129179,127497,1682,13911,13765,146,1419,1324,95,1169,1158,11,62,46,16
39025,2,3,Ohio,Clermont County,6,185799,184132,1667,181992,180401,1591,2201,2176,25,963,913,50,2030,2013,17,62,55,7
39027,2,3,Ohio,Clinton County,6,41756,41440,316,40536,40239,297,1055,1050,5,264,249,15,268,267,1,0,0,0
39029,2,3,Ohio,Columbiana County,6,111523,110135,1388,108427,107177,1250,2783,2711,72,584,524,60,448,423,25,44,15,29
39031,2,3,Ohio,Coshocton County,6,37132,36876,256,36517,36274,243,547,540,7,208,193,15,140,140,0,0,0,0
39033,2,3,Ohio,Crawford County,6,46091,45696,395,45558,45178,380,320,309,11,251,244,7,191,191,0,0,0,0
39035,2,3,Ohio,Cuyahoga County,6,1363888,1315727,48161,941044,900013,41031,397144,390281,6863,8466,7500,966,34595,33831,764,1602,1313,289
39037,2,3,Ohio,Darke County,6,52960,52475,485,52518,52051,467,334,326,8,230,215,15,200,198,2,3,0,3
39039,2,3,Ohio,Defiance County,6,39054,36271,2783,38134,35468,2666,772,688,84,221,181,40,146,139,7,17,2,15
39041,2,3,Ohio,Delaware County,6,132797,131277,1520,124291,122857,1434,4590,4514,76,818,807,11,4729,4722,7,185,184,1
39043,2,3,Ohio,Erie County,6,78709,76956,1753,71329,69731,1598,7490,7360,130,514,450,64,481,472,9,0,0,0
39045,2,3,Ohio,Fairfield County,6,132549,131250,1299,124959,123767,1192,6642,6583,59,862,805,57,1495,1480,15,30,26,4
39047,2,3,Ohio,Fayette County,6,28158,27758,400,27324,26978,346,770,717,53,145,134,11,167,162,5,4,2,2
39049,2,3,Ohio,Franklin County,6,1088944,1059544,29400,832762,806846,25916,221053,217838,3215,9875,8869,1006,46639,46054,585,1667,1497,170
39051,2,3,Ohio,Fulton County,6,42446,39904,2542,41924,39485,2439,242,183,59,254,205,49,251,240,11,43,8,35
39053,2,3,Ohio,Gallia County,6,31398,31203,195,30272,30089,183,929,920,9,285,281,4,177,177,0,0,0,0
39055,2,3,Ohio,Geauga County,6,93941,93452,489,92228,91763,465,1337,1325,12,255,235,20,624,623,1,17,17,0
39057,2,3,Ohio,Greene County,6,151257,149343,1914,137506,135779,1727,10521,10381,140,1341,1285,56,4336,4305,31,148,143,5
39059,2,3,Ohio,Guernsey County,6,41362,41048,314,40449,40156,293,886,868,18,366,353,13,172,170,2,0,0,0
39061,2,3,Ohio,Hamilton County,6,823472,813497,9975,606308,597898,8410,204269,202964,1305,5200,4748,452,17955,17778,177,706,655,51
39063,2,3,Ohio,Hancock County,6,73133,70934,2199,70947,68826,2121,1175,1103,72,361,335,26,1233,1223,10,3,0,3
39065,2,3,Ohio,Hardin County,6,31608,31359,249,31145,30914,231,322,313,9,202,190,12,149,146,3,0,0,0
39067,2,3,Ohio,Harrison County,6,15967,15895,72,15629,15561,68,396,393,3,22,21,1,21,20,1,1,0,1
39069,2,3,Ohio,Henry County,6,29318,27769,1549,28934,27441,1493,167,158,9,125,82,43,174,168,6,2,0,2
39071,2,3,Ohio,Highland County,6,41963,41711,252,41038,40813,225,762,747,15,257,240,17,200,198,2,9,7,2
39073,2,3,Ohio,Hocking County,6,28644,28514,130,28234,28109,125,316,313,3,278,272,6,117,117,0,0,0,0
39075,2,3,Ohio,Holmes County,6,40681,40373,308,40480,40183,297,201,194,7,97,93,4,47,45,2,6,0,6
39077,2,3,Ohio,Huron County,6,60231,57862,2369,59337,57031,2306,762,714,48,315,292,23,270,260,10,19,1,18
39079,2,3,Ohio,Jackson County,6,33074,32806,268,32681,32439,242,274,273,1,260,232,28,82,80,2,3,1,2
39081,2,3,Ohio,Jefferson County,6,71888,71416,472,67317,66880,437,4389,4377,12,406,384,22,376,374,2,8,1,7
39083,2,3,Ohio,Knox County,6,56930,56508,422,56159,55760,399,536,522,14,362,350,12,282,280,2,4,3,1
39085,2,3,Ohio,Lake County,6,228878,224106,4772,220849,216302,4547,5895,5726,169,960,891,69,3097,3043,54,136,116,20
39087,2,3,Ohio,Lawrence County,6,62550,62210,340,61027,60708,319,1478,1465,13,343,335,8,200,200,0,4,2,2
39089,2,3,Ohio,Licking County,6,150634,149523,1111,145848,144820,1028,3991,3931,60,1079,1046,33,1364,1349,15,37,35,2
39091,2,3,Ohio,Logan County,6,46411,46066,345,45368,45056,312,1046,1026,20,240,227,13,267,260,7,21,10,11
39093,2,3,Ohio,Lorain County,6,291164,270660,20504,262591,244121,18470,28308,26176,2132,2770,2359,411,2835,2664,171,343,211,132
39095,2,3,Ohio,Lucas County,6,454216,432482,21734,366768,346863,19905,83617,81844,1773,3864,3231,633,7889,7703,186,322,273,49
39097,2,3,Ohio,Madison County,6,40624,40322,302,37681,37406,275,2718,2701,17,180,173,7,334,332,2,7,4,3
39099,2,3,Ohio,Mahoning County,6,251660,244108,7552,209081,202735,6346,41915,40724,1191,1572,1419,153,1977,1939,38,133,104,29
39101,2,3,Ohio,Marion County,6,66396,65566,830,61868,61095,773,4178,4135,43,323,316,7,491,484,7,1,0,1
39103,2,3,Ohio,Medina County,6,161641,160041,1600,158585,157051,1534,1865,1828,37,740,691,49,1651,1639,12,15,10,5
39105,2,3,Ohio,Meigs County,6,23242,23128,114,22952,22842,110,242,242,0,196,189,7,51,51,0,0,0,0
39107,2,3,Ohio,Mercer County,6,40933,40427,506,40597,40123,474,87,84,3,230,204,26,172,165,7,7,0,7
39109,2,3,Ohio,Miami County,6,100230,99437,793,97035,96287,748,2424,2402,22,491,478,13,1214,1197,17,2,2,0
39111,2,3,Ohio,Monroe County,6,14927,14860,67,14850,14790,60,46,42,4,80,76,4,19,19,0,4,2,2
39113,2,3,Ohio,Montgomery County,6,552187,545017,7170,429483,423251,6232,116036,115193,843,3949,3802,147,10809,10664,145,656,608,48
39115,2,3,Ohio,Morgan County,6,14843,14782,61,14271,14215,56,734,730,4,263,262,1,17,17,0,0,0,0
39117,2,3,Ohio,Morrow County,6,33568,33360,208,33234,33034,200,153,151,2,262,253,9,110,110,0,0,0,0
39119,2,3,Ohio,Muskingum County,6,85423,84989,434,81414,81024,390,4359,4321,38,692,677,15,325,324,1,7,5,2
39121,2,3,Ohio,Noble County,6,14054,13987,67,13059,12994,65,940,938,2,46,46,0,17,17,0,0,0,0
39123,2,3,Ohio,Ottawa County,6,41192,39638,1554,40730,39209,1521,333,306,27,147,139,8,120,119,1,15,10,5
39125,2,3,Ohio,Paulding County,6,19665,19067,598,19349,18787,562,287,255,32,129,121,8,36,35,1,6,0,6
39127,2,3,Ohio,Perry County,6,35074,34906,168,34849,34688,161,140,138,2,235,233,2,52,49,3,17,12,5
39129,2,3,Ohio,Pickaway County,6,51723,51372,351,48807,48489,318,2702,2688,14,423,408,15,174,167,7,14,5,9
39131,2,3,Ohio,Pike County,6,28194,28024,170,27686,27531,155,280,274,6,488,478,10,72,72,0,2,2,0
39133,2,3,Ohio,Portage County,6,154870,153718,1152,147528,146467,1061,6081,6024,57,987,944,43,2025,2011,14,32,32,0
39135,2,3,Ohio,Preble County,6,42417,42221,196,42002,41826,176,225,223,2,247,232,15,161,157,4,7,0,7
39137,2,3,Ohio,Putnam County,6,34754,33228,1526,34549,33054,1495,101,72,29,80,72,8,84,83,1,1,0,1
39139,2,3,Ohio,Richland County,6,128267,127069,1198,114893,113832,1061,13053,12955,98,892,863,29,988,974,14,74,61,13
39141,2,3,Ohio,Ross County,6,74424,73962,462,69356,68948,408,4882,4850,32,605,575,30,374,369,5,7,3,4
39143,2,3,Ohio,Sandusky County,6,61753,57332,4421,59739,55417,4322,2170,2048,122,245,207,38,259,252,7,5,0,5
39145,2,3,Ohio,Scioto County,6,77453,76911,542,74495,74039,456,2335,2309,26,1124,1062,62,364,357,7,23,12,11
39147,2,3,Ohio,Seneca County,6,57734,55680,2054,56264,54315,1949,1386,1302,84,258,189,69,346,342,4,2,0,2
39149,2,3,Ohio,Shelby County,6,48566,48080,486,47130,46669,461,1093,1083,10,209,193,16,615,611,4,15,12,3
39151,2,3,Ohio,Stark County,6,377519,374122,3397,346382,343290,3092,30589,30322,267,2813,2704,109,3117,3095,22,160,154,6
39153,2,3,Ohio,Summit County,6,546774,541667,5107,462057,457707,4350,77547,76879,668,3549,3356,193,10700,10630,70,382,372,10
39155,2,3,Ohio,Trumbull County,6,221785,219925,1860,202551,200963,1588,18860,18647,213,1236,1173,63,1268,1237,31,40,28,12
39157,2,3,Ohio,Tuscarawas County,6,91706,90899,807,90506,89746,760,969,946,23,482,459,23,317,315,2,63,46,17
39159,2,3,Ohio,Union County,6,43750,43372,378,42098,41749,349,1337,1318,19,249,237,12,412,407,5,1,1,0
39161,2,3,Ohio,Van Wert County,6,29277,28785,492,28924,28440,484,326,320,6,76,69,7,93,93,0,0,0,0
39163,2,3,Ohio,Vinton County,6,13231,13164,67,13121,13056,65,42,42,0,151,147,4,13,13,0,0,0,0
39165,2,3,Ohio,Warren County,6,181743,179543,2200,171932,169876,2056,5624,5522,102,876,844,32,4668,4647,21,211,205,6
39167,2,3,Ohio,Washington County,6,62505,62175,330,61378,61070,308,787,771,16,427,423,4,413,412,1,37,31,6
39169,2,3,Ohio,Wayne County,6,113121,112149,972,110222,109348,874,2096,2059,37,579,519,60,1091,1069,22,8,5,3
39171,2,3,Ohio,Williams County,6,38802,37679,1123,38133,37052,1081,377,357,20,223,200,23,257,254,3,0,0,0
39173,2,3,Ohio,Wood County,6,123020,118774,4246,119629,115551,4078,1878,1761,117,715,621,94,1768,1746,22,17,14,3
39175,2,3,Ohio,Wyandot County,6,22826,22483,343,22621,22282,339,73,73,0,43,42,1,151,148,3,0,0,0
