stcty,reg,div,stname,ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem
30011,4,8,Montana,Carter County,6,1333,644,689,41,16,25,146,62,84,106,51,55,124,71,53,1098,545,553,1040,515,525,494,254,240,245,108,137,31,5,26
30013,4,8,Montana,Cascade County,6,79561,39336,40225,5112,2669,2443,9743,4994,4749,4625,2308,2317,7918,4219,3699,62369,30524,31845,60081,29365,30716,32207,16472,15735,11624,4946,6678,1639,494,1145
30015,4,8,Montana,Chouteau County,6,5576,2790,2786,245,120,125,744,396,348,394,210,184,491,250,241,4377,2159,2218,4193,2064,2129,1912,956,956,1048,474,574,145,71,74
30017,4,8,Montana,Custer County,6,11369,5581,5788,670,387,283,1277,662,615,694,395,299,1141,565,576,9109,4361,4748,8728,4137,4591,4204,2081,2123,1971,809,1162,299,95,204
30019,4,8,Montana,Daniels County,6,1940,962,978,73,38,35,180,99,81,108,45,63,145,71,74,1641,806,835,1579,780,799,553,281,272,468,226,242,91,35,56
30021,4,8,Montana,Dawson County,6,8776,4344,4432,452,213,239,874,418,456,501,243,258,952,515,437,7208,3604,3604,6949,3470,3479,3211,1669,1542,1604,705,899,260,95,165
30023,4,8,Montana,Deer Lodge County,6,8953,4463,4490,419,213,206,870,462,408,568,288,280,853,458,395,7389,3650,3739,7096,3500,3596,3175,1629,1546,1679,705,974,260,75,185
30025,4,8,Montana,Fallon County,6,2752,1387,1365,121,68,53,291,152,139,185,100,85,267,148,119,2249,1119,1130,2155,1067,1088,1006,527,479,508,217,291,74,29,45
30027,4,8,Montana,Fergus County,6,11695,5746,5949,575,318,257,1261,635,626,681,327,354,1024,540,484,9543,4643,4900,9178,4466,4712,4018,2032,1986,2356,993,1363,386,128,258
30029,4,8,Montana,Flathead County,6,79485,39412,40073,4659,2361,2298,9357,4755,4602,4788,2444,2344,7627,3908,3719,63072,31100,31972,60681,29852,30829,31123,15618,15505,10498,4743,5755,1329,448,881
30031,4,8,Montana,Gallatin County,6,73243,38068,35175,4057,2112,1945,7538,3846,3692,3586,1885,1701,11310,6056,5254,59866,31159,28707,58062,30225,27837,37311,20040,17271,6315,2812,3503,878,275,603
30033,4,8,Montana,Garfield County,6,1233,645,588,69,36,33,134,78,56,68,35,33,106,56,50,990,511,479,962,496,466,408,213,195,240,110,130,42,16,26
30035,4,8,Montana,Glacier County,6,13250,6586,6664,1146,605,541,2016,1025,991,1131,587,544,1515,775,740,9528,4676,4852,8957,4369,4588,5576,2760,2816,1302,586,716,154,67,87
30037,4,8,Montana,Golden Valley County,6,1047,538,509,78,47,31,131,70,61,67,34,33,97,51,46,810,406,404,771,387,384,364,187,177,150,73,77,18,10,8
30039,4,8,Montana,Granite County,6,2894,1459,1435,98,35,63,301,160,141,205,116,89,247,127,120,2397,1206,1191,2290,1148,1142,1045,534,511,476,222,254,54,14,40
30041,4,8,Montana,Hill County,6,16350,8160,8190,1272,659,613,2040,1035,1005,1064,555,509,1981,1075,906,12515,6184,6331,11974,5911,6063,6624,3418,3206,2152,866,1286,311,90,221
30043,4,8,Montana,Jefferson County,6,10499,5243,5256,454,208,246,1280,663,617,825,388,437,955,509,446,8377,4194,4183,7940,3984,3956,4074,2017,2057,1071,546,525,122,55,67
30045,4,8,Montana,Judith Basin County,6,2192,1148,1044,72,39,33,270,146,124,142,69,73,172,106,66,1773,930,843,1708,894,814,699,366,333,399,199,200,71,29,42
30047,4,8,Montana,Lake County,6,27197,13332,13865,1748,897,851,3424,1767,1657,1891,970,921,2743,1401,1342,21142,10217,10925,20134,9698,10436,10379,5110,5269,3933,1841,2092,511,199,312
30049,4,8,Montana,Lewis and Clark County,6,57137,28149,28988,3259,1705,1554,6684,3403,3281,3381,1691,1690,5651,2871,2780,45543,22194,23349,43813,21350,22463,22779,11270,11509,6929,3043,3886,879,289,590
30051,4,8,Montana,Liberty County,6,2055,1022,1033,93,48,45,204,109,95,140,71,69,194,103,91,1692,837,855,1618,794,824,690,352,338,444,206,238,76,34,42
30053,4,8,Montana,Lincoln County,6,18835,9549,9286,900,466,434,2050,1056,994,1275,706,569,1596,827,769,15273,7678,7595,14610,7321,7289,6480,3262,3218,3104,1539,1565,310,117,193
30055,4,8,Montana,McCone County,6,1818,919,899,90,55,35,209,94,115,120,49,71,126,75,51,1464,746,718,1399,721,678,576,291,285,355,172,183,43,18,25
30057,4,8,Montana,Madison County,6,6967,3513,3454,314,144,170,676,334,342,387,188,199,559,301,258,5796,2949,2847,5590,2847,2743,2412,1225,1187,1219,603,616,119,35,84
30059,4,8,Montana,Meagher County,6,1967,972,995,90,46,44,237,124,113,110,56,54,173,80,93,1584,775,809,1530,746,784,657,324,333,357,164,193,44,15,29
30061,4,8,Montana,Mineral County,6,3884,1989,1895,171,86,85,398,201,197,240,126,114,350,193,157,3195,1632,1563,3075,1576,1499,1405,718,687,649,326,323,63,19,44
30063,4,8,Montana,Missoula County,6,98616,49355,49261,5492,2827,2665,10419,5388,5031,5237,2716,2521,13130,6487,6643,80187,39813,40374,77468,38424,39044,46497,23608,22889,9971,4336,5635,1431,442,989
30065,4,8,Montana,Musselshell County,6,4464,2174,2290,212,108,104,443,206,237,246,119,127,402,215,187,3687,1806,1881,3563,1741,1822,1511,749,762,757,344,413,113,34,79
30067,4,8,Montana,Park County,6,15840,7863,7977,866,470,396,1702,849,853,897,459,438,1256,660,596,12840,6325,6515,12375,6085,6290,5905,2990,2915,2341,978,1363,327,112,215
30069,4,8,Montana,Petroleum County,6,491,254,237,27,13,14,60,35,25,28,10,18,45,24,21,390,203,187,376,196,180,172,88,84,78,41,37,6,0,6
30071,4,8,Montana,Phillips County,6,4271,2136,2135,194,96,98,541,293,248,290,156,134,368,186,182,3401,1681,1720,3246,1591,1655,1460,737,723,808,376,432,153,47,106
30073,4,8,Montana,Pondera County,6,6166,3049,3117,335,172,163,776,376,400,479,261,218,605,314,291,4843,2377,2466,4576,2240,2336,2264,1125,1139,1028,465,563,142,53,89
30075,4,8,Montana,Powder River County,6,1834,891,943,88,41,47,217,109,108,125,66,59,137,67,70,1460,702,758,1404,675,729,602,298,304,338,141,197,43,8,35
30077,4,8,Montana,Powell County,6,7006,4129,2877,305,157,148,651,333,318,407,232,175,680,454,226,5866,3532,2334,5643,3407,2236,2964,1991,973,1039,471,568,145,50,95
30079,4,8,Montana,Prairie County,6,1154,584,570,43,22,21,98,48,50,48,26,22,87,53,34,983,496,487,965,488,477,327,174,153,260,120,140,56,23,33
30081,4,8,Montana,Ravalli County,6,38662,19259,19403,2043,1084,959,4486,2332,2154,2473,1268,1205,3493,1871,1622,30922,15245,15677,29660,14575,15085,14214,7154,7060,5982,2853,3129,793,307,486
30083,4,8,Montana,Richland County,6,9155,4540,4615,463,252,211,1123,588,535,643,325,318,810,425,385,7262,3543,3719,6926,3375,3551,3317,1677,1640,1472,606,866,209,67,142
30085,4,8,Montana,Roosevelt County,6,10451,5178,5273,937,485,452,1670,872,798,871,463,408,1065,526,539,7431,3599,3832,6973,3358,3615,4049,2023,2026,1179,476,703,166,59,107
30087,4,8,Montana,Rosebud County,6,9303,4623,4680,727,335,392,1384,696,688,743,380,363,913,468,445,6846,3420,3426,6449,3212,3237,3499,1725,1774,923,459,464,108,51,57
30089,4,8,Montana,Sanders County,6,10455,5259,5196,514,268,246,1037,540,497,695,361,334,884,466,418,8598,4279,4319,8209,4090,4119,3481,1750,1731,1889,930,959,197,71,126
30091,4,8,Montana,Sheridan County,6,3668,1817,1851,98,61,37,358,197,161,212,105,107,290,143,147,3119,1516,1603,3000,1454,1546,1067,538,529,931,402,529,148,42,106
30093,4,8,Montana,Silver Bow County,6,33208,16409,16799,1814,921,893,3800,1915,1885,1812,919,893,3231,1729,1502,26683,13108,13575,25782,12654,13128,12815,6628,6187,5411,2206,3205,888,252,636
30095,4,8,Montana,Stillwater County,6,8459,4308,4151,434,230,204,1010,511,499,502,278,224,714,372,342,6783,3437,3346,6513,3289,3224,3114,1602,1512,1220,580,640,168,57,111
30097,4,8,Montana,Sweet Grass County,6,3604,1808,1796,210,120,90,446,239,207,228,114,114,247,119,128,2841,1397,1444,2720,1335,1385,1228,628,600,583,255,328,102,30,72
30099,4,8,Montana,Teton County,6,6369,3149,3220,328,181,147,792,385,407,418,207,211,595,318,277,5053,2496,2557,4831,2376,2455,2302,1175,1127,1091,490,601,201,62,139
30101,4,8,Montana,Toole County,6,5337,2810,2527,283,145,138,600,321,279,336,171,165,505,285,220,4298,2274,2024,4118,2173,1945,2164,1194,970,790,344,446,146,47,99
30103,4,8,Montana,Treasure County,6,735,381,354,28,21,7,78,45,33,70,38,32,65,34,31,594,295,299,559,277,282,246,128,118,132,50,82,24,4,20
30105,4,8,Montana,Valley County,6,7349,3632,3717,431,223,208,832,413,419,437,255,182,618,324,294,5867,2862,3005,5649,2741,2908,2470,1251,1219,1491,657,834,177,51,126
30107,4,8,Montana,Wheatland County,6,2106,1048,1058,137,63,74,236,120,116,169,87,82,154,71,83,1640,824,816,1564,778,786,660,334,326,422,195,227,83,35,48
30109,4,8,Montana,Wibaux County,6,977,464,513,36,14,22,103,49,54,68,25,43,82,44,38,807,389,418,770,376,394,331,156,175,212,87,125,40,14,26
30111,4,8,Montana,Yellowstone County,6,133191,65067,68124,8366,4334,4032,16168,8337,7831,7578,3977,3601,13023,6381,6642,104954,50439,54515,101079,48419,52660,54615,27089,27526,18037,7469,10568,2607,834,1773
