Table 1: Carrier Detail by Airport,,,,,,,,,,
"Summarized information by airport, for all O&D markets with an average of ten or more passengers each day",,,,,,,,,,
Carriers with less than 1% market share are not shown.,,,,,,,,,,
Carrier '99' signifies interline traffic.  Please see accompanying documentation for definitions and assumptions.,,,,,,,,,,

Date,Origin,Carrier,Zero-Passengers,Total Passengers,Average Fare,Revenue,RPMs,Avg Nonstop Distance,Passenger Mkt Share,Apt Size
2002,SDF,AA,18190,365970,$155,56722350.2,431966742.8,1094.960734,0.121888832,M
2002,SDF,CO,6300,176500,$188,33263751.4,184250531.2,907.6150708,0.058784542,M
2002,SDF,DL,45650,771730,$160,123392132.7,762952944.1,875.5969316,0.257029998,M
2002,SDF,NW,9290,272640,$171,46617716.3,245318151,768.9402142,0.090804632,M
2002,SDF,UA,7300,138520,$139,19190112.8,145481538.1,928.7049524,0.046135041,M
2002,SDF,US,12020,270170,$170,45954779,191603470.5,621.7657031,0.089981982,M
2002,SDF,WN,94460,932980,$95,89095538.5,688763064.4,700.6300885,0.310735423,M
2002,SDF,Total,198750,3002490,$142,426949493.5,2730813438,823.2097659,1,M
2002,SEA,99,51300,383000,$201,76881266.4,687471781.7,1762.420496,0.021759287,L
2002,SEA,AA,154110,1247940,$187,233021492.3,2682017997,2025.872494,0.070898914,L
2002,SEA,AS,284830,6102640,$130,792952122.8,5117030501,833.2935582,0.346707814,L
2002,SEA,CO,43170,570460,$217,123856107.4,1319621319,2166.319093,0.032409406,L
2002,SEA,DL,141420,1430780,$177,253774791.2,2812823446,1834.020094,0.081286559,L
2002,SEA,F9,5240,221840,$176,39073477,326491050.5,1422.237559,0.012603342,L
2002,SEA,HA,21420,287630,$248,71402811.7,787791996.4,2698.636825,0.016341054,L
2002,SEA,HP,13970,482290,$144,69325391.8,788837101.4,1385.434386,0.027400225,L
2002,SEA,NW,124500,1250870,$196,245070559.9,2610250236,1987.10125,0.071065376,L
2002,SEA,UA,232580,2572290,$181,466159283.1,4162736597,1534.420625,0.146138891,L
2002,SEA,US,72160,540190,$180,97415181.2,1337044524,2333.39612,0.030689684,L
2002,SEA,WN,264100,2121640,$105,222083902.9,2037012060,926.8055089,0.120536222,L
2002,SEA,Total,1413190,17601680,$156,2746760432,25375663425,1377.969321,1,L
2002,SFO,99,110130,634000,$252,159476227.6,1303025672,2089.14989,0.041786291,L
2002,SFO,AA,302710,1999400,$225,450192756,3900360724,1893.768305,0.131778409,L
2002,SFO,AS,17880,620600,$111,68596025.5,432259623.1,676.3324847,0.040903111,L
2002,SFO,CO,99360,665200,$255,169542913.3,1569626726,2269.021693,0.043842652,L
2002,SFO,DL,201310,1147720,$207,237544761.9,2356716729,1962.307157,0.075645051,L
2002,SFO,F9,3450,206310,$174,35850847.6,282712282.4,1343.760021,0.013597681,L
2002,SFO,HA,21690,186370,$216,40195246.6,462605211,2442.642646,0.012283456,L
2002,SFO,HP,12910,721670,$131,94669420,895493940.4,1176.391633,0.047564531,L
2002,SFO,N7,6960,332790,$95,31737463.5,283036576.6,840.8608131,0.021933848,L
2002,SFO,NW,106500,830110,$203,168434417.9,1658298370,1906.974642,0.054711701,L
2002,SFO,TZ,4520,563180,$160,90167977.3,1277628142,2240.680884,0.037118618,L
2002,SFO,UA,712310,6350010,$212,1346325336,9736378039,1501.442242,0.418522663,L
2002,SFO,US,158050,803490,$201,161552847.5,2045064037,2428.565222,0.052957204,L
2002,SFO,Total,1766890,15172440,$202,3071924656,26410182584,1692.93423,1,L
2002,SJC,99,25080,180210,$207,37384368.9,320842362.2,1789.306032,0.019526958,M
2002,SJC,AA,180080,2370510,$161,381246617.4,3298050894,1346.480863,0.256860603,M
2002,SJC,AS,16120,862670,$106,91270908.3,587353965.1,664.8691272,0.093476061,M
2002,SJC,CO,15600,223740,$210,47050305.2,492162584.3,2069.829311,0.024243725,M
2002,SJC,DL,32510,363720,$188,68341997.9,631566130.7,1628.287996,0.039411493,M
2002,SJC,HP,7780,448620,$150,67292863.4,573167582.4,1209.028554,0.048610976,M
2002,SJC,NW,28330,297650,$198,58868093.5,635111723.3,2023.532841,0.032252367,M
2002,SJC,UA,77450,753910,$216,162608173,1354341039,1727.060936,0.081691188,M
2002,SJC,WN,297710,3668170,$85,311146790.6,1856129825,499.1205778,0.397470738,M
2002,SJC,Total,681060,9228780,$134,1235416897,9864853809,1033.059018,1,M
2002,SJU,99,4510,79970,$226,18076145.7,156609857.8,1913.740153,0.015610025,M
2002,SJU,AA,147430,2826700,$190,536425132,4451507887,1541.469749,0.55176762,M
2002,SJU,B6,430,141170,$177,24946453.9,227750460,1609.557059,0.027556173,M
2002,SJU,CO,30580,412150,$215,88525316,778277200.5,1823.700182,0.080451065,M
2002,SJU,DL,41720,359380,$239,85734131.4,752025609.5,1854.232233,0.070150439,M
2002,SJU,NK,0,215790,$151,32685184.4,288289510,1332.143287,0.042121886,M
2002,SJU,NW,5370,101050,$215,21744352.3,227651065.1,2074.643345,0.019724809,M
2002,SJU,PN,0,67600,$109,7365627.6,82277720,1217.126036,0.013195419,M
2002,SJU,TZ,2730,384370,$147,56664597.7,551024066.8,1421.43955,0.07502845,M
2002,SJU,UA,13890,122880,$209,25664959.1,288245867.5,2163.020996,0.023985993,M
2002,SJU,US,32160,411430,$204,83913529.2,756259163.6,1701.425856,0.080310522,M
2002,SJU,Total,278840,5122990,$192,981869674.2,8560655358,1609.955393,1,M
2002,SLC,99,16810,158500,$196,31117282.2,245865145.5,1510.884038,0.020436898,L
2002,SLC,AA,53950,443760,$169,74950799.9,707399847.6,1494.97048,0.057218158,L
2002,SLC,B6,300,104750,$146,15344391.8,192603113.1,1740.54778,0.013506404,L
2002,SLC,CO,14410,202080,$169,34102143.2,364414560.1,1603.826752,0.026056078,L
2002,SLC,DL,339380,3641810,$161,586166209,4267531739,1115.266455,0.469572875,L
2002,SLC,F9,2310,170700,$163,27797548.2,145829216.4,836.8083773,0.022009959,L
2002,SLC,HP,5820,332060,$132,43805699.9,448746832.8,1049.343763,0.042815624,L
2002,SLC,NW,19620,214530,$173,37159456.5,320312527.2,1374.820072,0.027661374,L
2002,SLC,UA,45380,700540,$175,122606509.8,856059398.7,1154.734419,0.090327222,L
2002,SLC,WN,204190,1783080,$101,179669783.7,1329063287,701.0520111,0.229909304,L
2002,SLC,Total,702430,7755580,$149,1153339760,8882909857,1072.848883,1,L
2002,SMF,99,17740,149580,$177,26454134.2,238340726.7,1586.291683,0.018677678,M
2002,SMF,AA,45370,482660,$186,89622137.7,1012899793,1966.214747,0.06026854,M
2002,SMF,AS,13980,482150,$115,55586678.6,334176692.4,665.4261744,0.060204858,M
2002,SMF,CO,7120,145770,$188,27413117.1,322578171,2009.071414,0.018201933,M
2002,SMF,DL,40480,445870,$173,77209020.8,799028219.6,1669.821316,0.055674665,M
2002,SMF,F9,1280,102380,$166,16987638.2,147017235.8,1411.659895,0.012783933,M
2002,SMF,HP,10820,600300,$129,77708342.6,716520225.8,1104.858554,0.074957951,M
2002,SMF,NW,14240,210410,$184,38780242.7,433556722.3,1915.656813,0.026273367,M
2002,SMF,UA,74020,882080,$193,170603188.2,1476779608,1604.927183,0.110143111,M
2002,SMF,WN,351250,4435440,$86,380669392.6,2580058855,568.2212948,0.553842235,M
2002,SMF,Total,578890,8008490,$122,978202675.1,8239271715,982.1735059,1,M
2002,SNA,99,28350,198740,$191,37878054.5,297617178.8,1513.662775,0.026305584,M
2002,SNA,AA,143620,1402690,$166,233361081.6,1953664452,1333.604595,0.18566257,M
2002,SNA,AQ,1750,135380,$228,30831563.3,296186603.2,2167.613828,0.01791914,M
2002,SNA,AS,33720,946540,$128,121435046.5,772660653.7,797.3548503,0.125285736,M
2002,SNA,CO,38010,345610,$239,82454134.5,719935407.8,1984.86288,0.045745561,M
2002,SNA,DL,70860,623170,$176,109570439,940922922.9,1412.738097,0.082483901,M
2002,SNA,HP,17970,950850,$113,107721597,679368134.9,694.9740758,0.125856215,M
2002,SNA,NW,41860,255890,$206,52803034.8,495330891,1822.144124,0.03387006,M
2002,SNA,UA,88500,979780,$193,189067561,1337273561,1308.730695,0.129685442,M
2002,SNA,US,17470,111480,$189,21117201.7,263940709.3,2281.535163,0.014755693,M
2002,SNA,WN,129110,1600170,$83,132785278.5,693351810,426.4060819,0.211801378,M
2002,SNA,Total,611770,7555050,$148,1119824383,8459139246,1077.430843,1,M
2002,STL,99,16090,147790,$198,29279275.3,177525500.6,1195.589079,0.016055666,L
2002,STL,AA,278690,4863100,$162,789976178,4509328779,907.6481853,0.52831931,L
2002,STL,CO,12520,235210,$161,37898916.3,223716883.9,857.4318269,0.025552834,L
2002,STL,DL,33340,421970,$184,77576470.8,345647018.3,696.3995071,0.045842138,L
2002,STL,HP,4800,118860,$147,17492885.3,186542648.6,1449.726401,0.012912758,L
2002,STL,NW,22220,444140,$169,75222713.7,331868158.8,665.6634169,0.04825065,L
2002,STL,UA,27830,445120,$146,64891519.8,421157453,864.3958258,0.048357116,L
2002,STL,US,18890,316020,$181,57306637,270824425.4,764.9733878,0.034331901,L
2002,STL,WN,272860,2142360,$100,213318356.3,1539310898,695.3687522,0.232742522,L
2002,STL,Total,689930,9204850,$150,1376791009,8042242494,837.1597332,1,L
2002,TPA,99,26900,236980,$150,35648071.1,298473437.4,1254.999873,0.01802716,L
2002,TPA,AA,100790,1193030,$145,173232960.1,1555291720,1228.893574,0.090754253,L
2002,TPA,B6,640,372290,$121,44974820.7,390540948.1,1028.927986,0.028320244,L
2002,TPA,CO,49590,836020,$155,129919593.9,1053943686,1202.742985,0.063596364,L
2002,TPA,DL,174630,3060830,$134,411291057.1,3390031187,1039.330737,0.232838521,L
2002,TPA,FL,6750,724090,$111,80266092.5,521346626.1,687.2045188,0.055081806,L
2002,TPA,HP,6200,186480,$150,28009251.3,389411707.1,2011.17959,0.014185606,L
2002,TPA,NK,0,353730,$109,38467895.5,348431150,984.5487519,0.026908378,L
2002,TPA,NW,79090,851820,$139,118014429.9,1103358715,1163.677279,0.064798277,L
2002,TPA,UA,68330,621550,$163,101056942.7,897872394.9,1322.752522,0.047281549,L
2002,TPA,US,118100,1821610,$123,224678364,1678047425,866.5437168,0.138570577,L
2002,TPA,WN,354390,2766120,$101,279770976.4,2462836960,870.4785946,0.210419817,L
2002,TPA,Total,989850,13145720,$128,1679896749,14215449119,1025.279343,1,L
2002,TUS,99,8750,60540,$180,10873662.3,90867214.77,1474.563925,0.020925651,M
2002,TUS,AA,65820,563980,$190,107127174.4,926856049.1,1573.253644,0.194939684,M
2002,TUS,AS,12130,187450,$131,24529862.2,223358721.4,1165.018618,0.064792092,M
2002,TUS,CO,10600,128190,$187,23907663.8,215873901.6,1527.142211,0.044308873,M
2002,TUS,DL,32420,265380,$196,52033158.5,475939662,1648.027093,0.091728596,M
2002,TUS,HP,17510,453860,$132,59948116.1,463160088.4,946.1070374,0.156876707,M
2002,TUS,NW,13610,81050,$152,12297903.9,128734936.3,1464.201357,0.028014932,M
2002,TUS,UA,24760,224530,$182,40879519.1,301542188.6,1229.619026,0.077608793,M
2002,TUS,WN,72060,912770,$82,74817762.7,505354006.4,530.2637466,0.315498946,M
2002,TUS,Total,257790,2893100,$141,408422331.8,3344449436,1088.15697,1,M
