SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004
050,04,017,Arizona,Navajo County,2,2,06,71,71,26,33,29,34,30
050,04,019,Arizona,Pima County,1,1,01,253893,253893,254404,255053,257127,258347,260696
050,04,019,Arizona,Pima County,1,1,02,12863,12863,12916,13178,13378,13579,13891
050,04,019,Arizona,Pima County,1,1,03,10549,10549,10602,10949,11134,11342,11613
050,04,019,Arizona,Pima County,1,1,04,7836,7836,7902,8146,8578,8933,9319
050,04,019,Arizona,Pima County,1,1,05,476,476,503,509,533,544,560
050,04,019,Arizona,Pima County,1,1,06,4996,4996,5158,5312,5492,5665,5852
050,04,019,Arizona,Pima County,1,2,01,114471,114471,115960,120310,125122,129451,133789
050,04,019,Arizona,Pima County,1,2,02,1476,1476,1509,1620,1744,1863,1990
050,04,019,Arizona,Pima County,1,2,03,3726,3726,3800,3822,3837,3833,3849
050,04,019,Arizona,Pima County,1,2,04,643,643,614,636,654,682,713
050,04,019,Arizona,Pima County,1,2,05,199,199,214,219,226,231,244
050,04,019,Arizona,Pima County,1,2,06,1434,1434,1400,1467,1528,1598,1659
050,04,019,Arizona,Pima County,2,1,01,267752,267752,268336,269329,271279,272534,274866
050,04,019,Arizona,Pima County,2,1,02,11466,11466,11529,11860,12131,12367,12725
050,04,019,Arizona,Pima County,2,1,03,11522,11522,11580,11931,12079,12280,12533
050,04,019,Arizona,Pima County,2,1,04,9113,9113,9268,9491,9910,10261,10631
050,04,019,Arizona,Pima County,2,1,05,438,438,458,458,472,487,497
050,04,019,Arizona,Pima County,2,1,06,5264,5264,5273,5435,5623,5767,5956
050,04,019,Arizona,Pima County,2,2,01,118126,118126,119558,123846,128548,132866,137114
050,04,019,Arizona,Pima County,2,2,02,1690,1690,1716,1844,1992,2115,2227
050,04,019,Arizona,Pima County,2,2,03,3450,3450,3530,3567,3599,3603,3588
050,04,019,Arizona,Pima County,2,2,04,671,671,658,685,718,739,760
050,04,019,Arizona,Pima County,2,2,05,223,223,215,216,219,232,239
050,04,019,Arizona,Pima County,2,2,06,1469,1469,1451,1525,1606,1668,1748
050,04,021,Arizona,Pinal County,1,1,01,54698,54698,55139,56536,58750,61411,64183
050,04,021,Arizona,Pinal County,1,1,02,3010,3010,3034,3151,3400,3590,3855
050,04,021,Arizona,Pinal County,1,1,03,6203,6203,6280,6365,6528,6719,6851
050,04,021,Arizona,Pinal County,1,1,04,585,585,596,622,683,773,875
050,04,021,Arizona,Pinal County,1,1,05,73,73,81,90,97,106,118
050,04,021,Arizona,Pinal County,1,1,06,848,848,748,763,822,867,951
050,04,021,Arizona,Pinal County,1,2,01,28523,28523,28926,30004,31214,32805,34346
050,04,021,Arizona,Pinal County,1,2,02,353,353,358,389,418,450,486
050,04,021,Arizona,Pinal County,1,2,03,1112,1112,1150,1156,1189,1200,1214
050,04,021,Arizona,Pinal County,1,2,04,123,123,129,129,135,134,143
050,04,021,Arizona,Pinal County,1,2,05,75,75,98,96,100,107,110
050,04,021,Arizona,Pinal County,1,2,06,227,227,193,203,217,230,239
050,04,021,Arizona,Pinal County,2,1,01,51389,51389,51818,53289,55600,58340,61123
050,04,021,Arizona,Pinal County,2,1,02,1687,1687,1703,1809,2033,2208,2437
050,04,021,Arizona,Pinal County,2,1,03,6332,6332,6384,6465,6645,6871,7045
050,04,021,Arizona,Pinal County,2,1,04,446,446,445,459,528,616,746
050,04,021,Arizona,Pinal County,2,1,05,40,40,52,56,61,71,83
050,04,021,Arizona,Pinal County,2,1,06,745,745,691,707,760,825,905
050,04,021,Arizona,Pinal County,2,2,01,21678,21678,22045,22955,23977,25332,26674
050,04,021,Arizona,Pinal County,2,2,02,271,271,277,304,337,369,410
050,04,021,Arizona,Pinal County,2,2,03,961,961,988,1029,1075,1114,1150
050,04,021,Arizona,Pinal County,2,2,04,107,107,96,97,100,108,114
050,04,021,Arizona,Pinal County,2,2,05,35,35,73,76,81,85,86
050,04,021,Arizona,Pinal County,2,2,06,206,206,166,177,192,198,215
050,04,023,Arizona,Santa Cruz County,1,1,01,3545,3545,3581,3635,3676,3712,3726
050,04,023,Arizona,Santa Cruz County,1,1,02,47,47,47,49,46,52,53
050,04,023,Arizona,Santa Cruz County,1,1,03,48,48,53,61,56,62,73
050,04,023,Arizona,Santa Cruz County,1,1,04,93,93,91,88,88,96,97
050,04,023,Arizona,Santa Cruz County,1,1,05,11,11,5,7,5,5,7
050,04,023,Arizona,Santa Cruz County,1,1,06,43,43,3,3,1,3,3
050,04,023,Arizona,Santa Cruz County,1,2,01,14367,14367,14458,14618,14830,14984,15187
050,04,023,Arizona,Santa Cruz County,1,2,02,42,42,40,48,47,49,54
050,04,023,Arizona,Santa Cruz County,1,2,03,103,103,102,101,102,99,101
050,04,023,Arizona,Santa Cruz County,1,2,04,18,18,23,21,19,18,20
050,04,023,Arizona,Santa Cruz County,1,2,05,13,13,19,19,18,20,17
050,04,023,Arizona,Santa Cruz County,1,2,06,33,33,32,32,29,28,29
050,04,023,Arizona,Santa Cruz County,2,1,01,3356,3356,3386,3445,3514,3567,3601
050,04,023,Arizona,Santa Cruz County,2,1,02,35,35,35,38,37,39,46
050,04,023,Arizona,Santa Cruz County,2,1,03,47,47,49,52,49,55,63
050,04,023,Arizona,Santa Cruz County,2,1,04,99,99,97,93,96,100,110
050,04,023,Arizona,Santa Cruz County,2,1,05,6,6,4,4,5,5,7
050,04,023,Arizona,Santa Cruz County,2,1,06,46,46,5,5,3,6,6
050,04,023,Arizona,Santa Cruz County,2,2,01,16196,16196,16288,16484,16767,17050,17348
050,04,023,Arizona,Santa Cruz County,2,2,02,47,47,48,53,50,56,59
050,04,023,Arizona,Santa Cruz County,2,2,03,106,106,104,98,92,91,88
050,04,023,Arizona,Santa Cruz County,2,2,04,28,28,31,30,30,26,25
050,04,023,Arizona,Santa Cruz County,2,2,05,17,17,23,26,19,27,26
050,04,023,Arizona,Santa Cruz County,2,2,06,35,35,40,35,36,35,38
050,04,025,Arizona,Yavapai County,1,1,01,70548,70548,71143,72780,74700,76528,78631
050,04,025,Arizona,Yavapai County,1,1,02,355,355,356,395,435,492,530
050,04,025,Arizona,Yavapai County,1,1,03,1147,1147,1179,1221,1259,1310,1339
050,04,025,Arizona,Yavapai County,1,1,04,376,376,411,429,464,480,514
050,04,025,Arizona,Yavapai County,1,1,05,74,74,60,59,65,68,69
050,04,025,Arizona,Yavapai County,1,1,06,956,956,926,944,1018,1057,1115
050,04,025,Arizona,Yavapai County,1,2,01,8226,8226,8415,8995,9547,10184,10879
050,04,025,Arizona,Yavapai County,1,2,02,58,58,56,69,85,102,121
050,04,025,Arizona,Yavapai County,1,2,03,197,197,205,220,222,230,247
050,04,025,Arizona,Yavapai County,1,2,04,25,25,16,20,26,32,32
050,04,025,Arizona,Yavapai County,1,2,05,8,8,13,17,17,16,26
050,04,025,Arizona,Yavapai County,1,2,06,151,151,93,98,108,114,127
050,04,025,Arizona,Yavapai County,2,1,01,74784,74784,75354,77034,79030,81005,83191
050,04,025,Arizona,Yavapai County,2,1,02,245,245,263,300,331,375,409
050,04,025,Arizona,Yavapai County,2,1,03,1238,1238,1241,1281,1319,1375,1412
050,04,025,Arizona,Yavapai County,2,1,04,470,470,462,490,526,551,588
050,04,025,Arizona,Yavapai County,2,1,05,54,54,51,57,61,59,65
050,04,025,Arizona,Yavapai County,2,1,06,894,894,912,963,1004,1063,1115
050,04,025,Arizona,Yavapai County,2,2,01,7287,7287,7449,7950,8460,9037,9674
050,04,025,Arizona,Yavapai County,2,2,02,57,57,56,69,85,101,121
050,04,025,Arizona,Yavapai County,2,2,03,202,202,202,210,211,216,224
050,04,025,Arizona,Yavapai County,2,2,04,18,18,20,32,40,42,46
050,04,025,Arizona,Yavapai County,2,2,05,10,10,12,17,22,28,35
050,04,025,Arizona,Yavapai County,2,2,06,137,137,88,93,103,111,118
050,04,027,Arizona,Yuma County,1,1,01,36446,36446,36618,36474,36137,36090,36367
050,04,027,Arizona,Yuma County,1,1,02,2011,2011,2008,1971,1945,1934,1922
050,04,027,Arizona,Yuma County,1,1,03,929,929,957,996,1028,1061,1094
050,04,027,Arizona,Yuma County,1,1,04,560,560,559,569,590,600,627
050,04,027,Arizona,Yuma County,1,1,05,70,70,85,85,89,89,92
050,04,027,Arizona,Yuma County,1,1,06,630,630,458,466,476,470,493
050,04,027,Arizona,Yuma County,1,2,01,38735,38735,39007,40236,41942,43503,45573
050,04,027,Arizona,Yuma County,1,2,02,378,378,371,445,527,611,698
050,04,027,Arizona,Yuma County,1,2,03,576,576,555,548,551,553,563
050,04,027,Arizona,Yuma County,1,2,04,158,158,146,153,167,185,195
050,04,027,Arizona,Yuma County,1,2,05,78,78,116,127,132,145,156
050,04,027,Arizona,Yuma County,1,2,06,228,228,296,317,340,350,390
050,04,027,Arizona,Yuma County,2,1,01,34956,34956,35146,35105,34849,35083,35576
050,04,027,Arizona,Yuma County,2,1,02,1183,1183,1197,1191,1176,1195,1187
050,04,027,Arizona,Yuma County,2,1,03,919,919,956,997,1028,1051,1081
050,04,027,Arizona,Yuma County,2,1,04,824,824,788,799,812,828,864
050,04,027,Arizona,Yuma County,2,1,05,67,67,87,88,91,97,95
050,04,027,Arizona,Yuma County,2,1,06,659,659,452,468,462,473,491
050,04,027,Arizona,Yuma County,2,2,01,39119,39119,39371,40747,42519,44314,46486
050,04,027,Arizona,Yuma County,2,2,02,434,434,423,502,595,686,782
050,04,027,Arizona,Yuma County,2,2,03,524,524,504,496,510,507,516
050,04,027,Arizona,Yuma County,2,2,04,225,225,193,204,219,224,238
050,04,027,Arizona,Yuma County,2,2,05,86,86,144,147,159,163,174
050,04,027,Arizona,Yuma County,2,2,06,231,231,313,346,371,392,423
