SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004
050,04,023,Arizona,Santa Cruz County,0,1,06,89,89,8,8,4,9,9
050,04,023,Arizona,Santa Cruz County,0,2,01,30563,30563,30746,31102,31597,32034,32535
050,04,023,Arizona,Santa Cruz County,0,2,02,89,89,88,101,97,105,113
050,04,023,Arizona,Santa Cruz County,0,2,03,209,209,206,199,194,190,189
050,04,023,Arizona,Santa Cruz County,0,2,04,46,46,54,51,49,44,45
050,04,023,Arizona,Santa Cruz County,0,2,05,30,30,42,45,37,47,43
050,04,023,Arizona,Santa Cruz County,0,2,06,68,68,72,67,65,63,67
050,04,025,Arizona,Yavapai County,0,1,01,145332,145332,146497,149814,153730,157533,161822
050,04,025,Arizona,Yavapai County,0,1,02,600,600,619,695,766,867,939
050,04,025,Arizona,Yavapai County,0,1,03,2385,2385,2420,2502,2578,2685,2751
050,04,025,Arizona,Yavapai County,0,1,04,846,846,873,919,990,1031,1102
050,04,025,Arizona,Yavapai County,0,1,05,128,128,111,116,126,127,134
050,04,025,Arizona,Yavapai County,0,1,06,1850,1850,1838,1907,2022,2120,2230
050,04,025,Arizona,Yavapai County,0,2,01,15513,15513,15864,16945,18007,19221,20553
050,04,025,Arizona,Yavapai County,0,2,02,115,115,112,138,170,203,242
050,04,025,Arizona,Yavapai County,0,2,03,399,399,407,430,433,446,471
050,04,025,Arizona,Yavapai County,0,2,04,43,43,36,52,66,74,78
050,04,025,Arizona,Yavapai County,0,2,05,18,18,25,34,39,44,61
050,04,025,Arizona,Yavapai County,0,2,06,288,288,181,191,211,225,245
050,04,027,Arizona,Yuma County,0,1,01,71402,71402,71764,71579,70986,71173,71943
050,04,027,Arizona,Yuma County,0,1,02,3194,3194,3205,3162,3121,3129,3109
050,04,027,Arizona,Yuma County,0,1,03,1848,1848,1913,1993,2056,2112,2175
050,04,027,Arizona,Yuma County,0,1,04,1384,1384,1347,1368,1402,1428,1491
050,04,027,Arizona,Yuma County,0,1,05,137,137,172,173,180,186,187
050,04,027,Arizona,Yuma County,0,1,06,1289,1289,910,934,938,943,984
050,04,027,Arizona,Yuma County,0,2,01,77854,77854,78378,80983,84461,87817,92059
050,04,027,Arizona,Yuma County,0,2,02,812,812,794,947,1122,1297,1480
050,04,027,Arizona,Yuma County,0,2,03,1100,1100,1059,1044,1061,1060,1079
050,04,027,Arizona,Yuma County,0,2,04,383,383,339,357,386,409,433
050,04,027,Arizona,Yuma County,0,2,05,164,164,260,274,291,308,330
050,04,027,Arizona,Yuma County,0,2,06,459,459,609,663,711,742,813
050,04,001,Arizona,Apache County,1,0,01,7613,7613,7639,7571,7568,7830,7953
050,04,001,Arizona,Apache County,1,0,02,116,116,119,149,168,192,202
050,04,001,Arizona,Apache County,1,0,03,26316,26316,26180,25488,25304,25356,25479
050,04,001,Arizona,Apache County,1,0,04,40,40,39,48,55,53,58
050,04,001,Arizona,Apache County,1,0,05,22,22,25,27,30,32,33
050,04,001,Arizona,Apache County,1,0,06,296,296,239,230,241,246,256
050,04,001,Arizona,Apache County,2,0,01,7375,7375,7384,7327,7344,7640,7769
050,04,001,Arizona,Apache County,2,0,02,67,67,74,101,118,151,174
050,04,001,Arizona,Apache County,2,0,03,27212,27212,27132,26487,26336,26539,26626
050,04,001,Arizona,Apache County,2,0,04,60,60,57,63,73,70,75
050,04,001,Arizona,Apache County,2,0,05,24,24,23,26,26,27,25
050,04,001,Arizona,Apache County,2,0,06,282,282,246,240,248,252,253
050,04,003,Arizona,Cochise County,1,0,01,53264,53264,53410,53750,54373,55038,55912
050,04,003,Arizona,Cochise County,1,0,02,3156,3156,3166,3013,2929,2898,2920
050,04,003,Arizona,Cochise County,1,0,03,847,847,841,833,844,866,878
050,04,003,Arizona,Cochise County,1,0,04,675,675,769,787,769,794,811
050,04,003,Arizona,Cochise County,1,0,05,173,173,154,152,147,154,155
050,04,003,Arizona,Cochise County,1,0,06,1242,1242,1188,1206,1207,1246,1280
050,04,003,Arizona,Cochise County,2,0,01,52457,52457,52577,53140,53934,54784,55947
050,04,003,Arizona,Cochise County,2,0,02,2460,2460,2465,2372,2325,2307,2380
050,04,003,Arizona,Cochise County,2,0,03,678,678,708,693,706,737,745
050,04,003,Arizona,Cochise County,2,0,04,1386,1386,1338,1384,1375,1434,1452
050,04,003,Arizona,Cochise County,2,0,05,154,154,167,174,173,177,188
050,04,003,Arizona,Cochise County,2,0,06,1263,1263,1252,1269,1262,1301,1345
050,04,005,Arizona,Coconino County,1,0,01,39735,39735,39843,39981,40762,41023,41405
050,04,005,Arizona,Coconino County,1,0,02,663,663,670,702,723,770,804
050,04,005,Arizona,Coconino County,1,0,03,16269,16269,16363,16618,16989,17168,17566
050,04,005,Arizona,Coconino County,1,0,04,436,436,444,460,468,519,518
050,04,005,Arizona,Coconino County,1,0,05,72,72,62,62,62,67,72
050,04,005,Arizona,Coconino County,1,0,06,886,886,852,857,860,884,886
050,04,005,Arizona,Coconino County,2,0,01,39032,39032,39141,39256,40004,40278,40600
050,04,005,Arizona,Coconino County,2,0,02,621,621,620,653,671,722,746
050,04,005,Arizona,Coconino County,2,0,03,17154,17154,17245,17527,17909,18143,18555
050,04,005,Arizona,Coconino County,2,0,04,524,524,529,551,564,620,635
050,04,005,Arizona,Coconino County,2,0,05,56,56,55,59,64,67,64
050,04,005,Arizona,Coconino County,2,0,06,872,872,844,856,880,911,903
050,04,007,Arizona,Gila County,1,0,01,21456,21456,21538,21355,21402,21194,21110
050,04,007,Arizona,Gila County,1,0,02,128,128,134,145,149,175,171
050,04,007,Arizona,Gila County,1,0,03,3310,3310,3314,3428,3445,3484,3575
050,04,007,Arizona,Gila County,1,0,04,97,97,103,108,115,120,112
050,04,007,Arizona,Gila County,1,0,05,13,13,4,5,7,4,7
050,04,007,Arizona,Gila County,1,0,06,245,245,182,187,188,182,180
050,04,007,Arizona,Gila County,2,0,01,22185,22185,22245,22118,22156,22013,22012
050,04,007,Arizona,Gila County,2,0,02,97,97,102,108,111,132,133
050,04,007,Arizona,Gila County,2,0,03,3417,3417,3420,3532,3605,3679,3754
050,04,007,Arizona,Gila County,2,0,04,135,135,143,152,160,165,170
050,04,007,Arizona,Gila County,2,0,05,21,21,3,5,8,6,5
050,04,007,Arizona,Gila County,2,0,06,231,231,191,188,193,190,193
050,04,009,Arizona,Graham County,1,0,01,14321,14321,14384,14426,14279,14133,14077
050,04,009,Arizona,Graham County,1,0,02,543,543,554,557,555,562,564
050,04,009,Arizona,Graham County,1,0,03,2587,2587,2598,2599,2617,2654,2642
050,04,009,Arizona,Graham County,1,0,04,121,121,125,125,125,126,130
050,04,009,Arizona,Graham County,1,0,05,15,15,9,11,11,10,14
050,04,009,Arizona,Graham County,1,0,06,141,141,59,63,59,59,60
050,04,009,Arizona,Graham County,2,0,01,12906,12906,12961,12928,12775,12656,12652
050,04,009,Arizona,Graham County,2,0,02,135,135,139,139,138,141,141
050,04,009,Arizona,Graham County,2,0,03,2492,2492,2499,2509,2519,2555,2545
050,04,009,Arizona,Graham County,2,0,04,87,87,89,96,86,95,96
050,04,009,Arizona,Graham County,2,0,05,18,18,7,10,7,10,8
050,04,009,Arizona,Graham County,2,0,06,123,123,70,63,62,61,64
050,04,011,Arizona,Greenlee County,1,0,01,4289,4289,4300,4228,3947,3793,3777
050,04,011,Arizona,Greenlee County,1,0,02,27,27,28,27,27,27,28
050,04,011,Arizona,Greenlee County,1,0,03,92,92,94,97,94,89,94
050,04,011,Arizona,Greenlee County,1,0,04,8,8,7,8,8,9,10
050,04,011,Arizona,Greenlee County,1,0,05,6,6,9,9,9,9,10
050,04,011,Arizona,Greenlee County,1,0,06,40,40,27,26,25,23,24
050,04,011,Arizona,Greenlee County,2,0,01,3928,3928,3951,3875,3614,3465,3429
050,04,011,Arizona,Greenlee County,2,0,02,25,25,26,26,28,28,28
050,04,011,Arizona,Greenlee County,2,0,03,64,64,71,72,72,72,72
050,04,011,Arizona,Greenlee County,2,0,04,14,14,12,13,12,13,13
050,04,011,Arizona,Greenlee County,2,0,05,3,3,6,6,5,5,5
