SUMLEV,ST,CTY,STNAME,CTYNAME,TIME,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,35,001,New Mexico,Bernalillo County,1,556678,271904,284774,38566,19487,19079,70684,36041,34643,31770,16154,15616,57544,28784,28760,431835,208410,223425,415658,200222,215436,250594,125553,125041,124920,60062,64858,64156,26840,37316,7444,2264,5180,35.0,33.8,36.2
050,35,001,New Mexico,Bernalillo County,2,556002,271559,284443,38550,19477,19073,70615,35994,34621,31715,16122,15593,57511,28768,28743,431271,208141,223130,415122,199966,215156,250382,125451,124931,124636,59924,64712,64069,26797,37272,7435,2261,5174,35.0,33.8,36.1
050,35,001,New Mexico,Bernalillo County,3,556870,272046,284824,38566,19484,19082,70552,35963,34589,31781,16146,15635,57823,28953,28870,432131,208633,223498,415971,200453,215518,249956,125307,124649,125549,60385,65164,64500,26998,37502,7514,2305,5209,35.1,33.8,36.2
050,35,001,New Mexico,Bernalillo County,4,561881,274256,287625,38970,19708,19262,70126,35629,34497,31507,16136,15371,58868,29458,29410,437119,210894,226225,421278,202783,218495,248973,124668,124305,130365,62631,67734,65524,27511,38013,7908,2523,5385,35.4,34.1,36.6
050,35,001,New Mexico,Bernalillo County,5,572195,279424,292771,40324,20452,19872,70951,35977,34974,31907,16346,15561,60194,30196,29998,444943,214788,230155,429013,206649,222364,250129,125490,124639,136482,65618,70864,66392,27865,38527,8039,2630,5409,35.5,34.2,36.8
050,35,001,New Mexico,Bernalillo County,6,581663,283942,297721,41100,20816,20284,70518,35700,34818,32101,16453,15648,61286,30805,30481,454064,219249,234815,437944,210973,226971,251471,126215,125256,142788,68665,74123,67731,28402,39329,8322,2735,5587,35.8,34.5,37.1
050,35,001,New Mexico,Bernalillo County,7,592538,289458,303080,41754,21081,20673,70487,35712,34775,32541,16734,15807,62279,31246,31033,464058,224324,239734,447756,215931,231825,253624,127428,126196,149438,71948,77490,69079,29115,39964,8406,2829,5577,36.1,34.8,37.4
050,35,001,New Mexico,Bernalillo County,8,603562,294894,308668,41956,21199,20757,70508,35722,34786,32645,16685,15960,63061,31672,31389,474885,229710,245175,458453,221288,237165,255833,128626,127207,156622,75435,81187,70602,29838,40764,8735,2989,5746,36.4,35.2,37.7
050,35,003,New Mexico,Catron County,1,3543,1812,1731,148,71,77,381,211,170,218,120,98,149,80,69,2916,1477,1439,2796,1410,1386,1012,504,508,1288,677,611,667,326,341,53,20,33,47.8,47.9,47.6
050,35,003,New Mexico,Catron County,2,3543,1812,1731,148,71,77,381,211,170,218,120,98,149,80,69,2916,1477,1439,2796,1410,1386,1012,504,508,1288,677,611,667,326,341,53,20,33,47.8,47.9,47.6
050,35,003,New Mexico,Catron County,3,3563,1815,1748,148,72,76,379,207,172,221,123,98,150,80,70,2937,1482,1455,2815,1413,1402,1018,505,513,1298,680,618,672,327,345,54,20,34,47.8,47.9,47.6
050,35,003,New Mexico,Catron County,4,3488,1783,1705,129,68,61,345,192,153,205,107,98,176,98,78,2915,1476,1439,2809,1416,1393,964,482,482,1281,654,627,716,363,353,68,23,45,48.8,48.9,48.8
050,35,003,New Mexico,Catron County,5,3497,1779,1718,136,70,66,344,186,158,209,119,90,199,103,96,2915,1468,1447,2808,1404,1404,966,483,483,1282,641,641,721,368,353,66,21,45,48.9,49.1,48.7
050,35,003,New Mexico,Catron County,6,3448,1749,1699,127,66,61,302,156,146,204,121,83,217,115,102,2924,1464,1460,2815,1406,1409,935,475,460,1286,643,643,750,377,373,72,20,52,49.9,50.1,49.7
050,35,003,New Mexico,Catron County,7,3428,1725,1703,115,56,59,291,155,136,187,105,82,235,126,109,2941,1471,1470,2835,1409,1426,952,488,464,1254,622,632,781,391,390,74,23,51,50.6,50.9,50.5
050,35,003,New Mexico,Catron County,8,3409,1701,1708,105,42,63,286,149,137,169,101,68,245,133,112,2950,1478,1472,2849,1409,1440,927,466,461,1243,615,628,814,409,405,78,25,53,51.4,51.7,51.2
050,35,005,New Mexico,Chaves County,1,61382,30055,31327,4407,2331,2076,8922,4559,4363,4535,2362,2173,5785,2982,2803,45889,22049,23840,43518,20803,22715,24752,12351,12401,13189,6358,6831,9025,3874,5151,1133,354,779,35.2,33.5,36.7
050,35,005,New Mexico,Chaves County,2,61382,30055,31327,4407,2331,2076,8922,4559,4363,4535,2362,2173,5785,2982,2803,45889,22049,23840,43518,20803,22715,24752,12351,12401,13189,6358,6831,9025,3874,5151,1133,354,779,35.2,33.5,36.7
050,35,005,New Mexico,Chaves County,3,61320,30026,31294,4380,2315,2065,8842,4514,4328,4509,2349,2160,5831,2998,2833,45944,22087,23857,43589,20848,22741,24726,12341,12385,13285,6406,6879,9009,3873,5136,1142,359,783,35.4,33.6,36.8
050,35,005,New Mexico,Chaves County,4,61067,29997,31070,4327,2252,2075,8551,4359,4192,4295,2241,2054,6513,3534,2979,46114,22290,23824,43894,21145,22749,24752,12485,12267,13465,6514,6951,8959,3851,5108,1180,379,801,35.4,33.2,37.2
050,35,005,New Mexico,Chaves County,5,60789,29896,30893,4337,2239,2098,8377,4290,4087,4186,2183,2003,6649,3631,3018,46072,22329,23743,43889,21184,22705,24397,12353,12044,13752,6687,7065,8936,3819,5117,1175,394,781,35.6,33.2,37.5
050,35,005,New Mexico,Chaves County,6,61331,30157,31174,4422,2253,2169,8212,4220,3992,4082,2148,1934,6954,3824,3130,46767,22690,24077,44615,21536,23079,24678,12519,12159,14174,6880,7294,8898,3789,5109,1231,416,815,35.6,33.2,37.6
050,35,005,New Mexico,Chaves County,7,61497,30230,31267,4383,2244,2139,8039,4146,3893,3975,2054,1921,7163,3971,3192,47175,22879,24296,45100,21786,23314,24591,12479,12112,14620,7098,7522,8904,3788,5116,1255,420,835,35.8,33.3,38.0
050,35,005,New Mexico,Chaves County,8,61860,30382,31478,4443,2255,2188,7812,4054,3758,3918,2012,1906,7210,4012,3198,47702,23120,24582,45687,22061,23626,24579,12417,12162,15138,7363,7775,8937,3806,5131,1292,444,848,36.0,33.5,38.3
050,35,006,New Mexico,Cibola County,1,25595,12505,13090,2031,1044,987,4037,2033,2004,1777,914,863,2465,1213,1252,18662,8988,9674,17750,8514,9236,10853,5298,5555,5504,2646,2858,2734,1269,1465,266,103,163,33.1,32.2,34.0
050,35,006,New Mexico,Cibola County,2,25595,12505,13090,2031,1044,987,4037,2033,2004,1777,914,863,2465,1213,1252,18662,8988,9674,17750,8514,9236,10853,5298,5555,5504,2646,2858,2734,1269,1465,266,103,163,33.1,32.2,34.0
050,35,006,New Mexico,Cibola County,3,25670,12523,13147,2005,1032,973,4011,2019,1992,1777,914,863,2510,1229,1281,18787,9029,9758,17877,8558,9319,10909,5308,5601,5557,2675,2882,2751,1273,1478,274,106,168,33.3,32.3,34.1
050,35,006,New Mexico,Cibola County,4,26716,13150,13566,2027,1029,998,3942,1989,1953,1750,904,846,2723,1379,1344,19866,9692,10174,18997,9228,9769,11621,5770,5851,5790,2791,2999,2888,1344,1544,299,117,182,33.8,32.9,34.6
050,35,006,New Mexico,Cibola County,5,26923,13219,13704,2070,1026,1044,3860,1942,1918,1792,919,873,2763,1433,1330,20074,9773,10301,19201,9332,9869,11594,5748,5846,5919,2855,3064,3012,1397,1615,315,127,188,33.8,32.9,34.7
050,35,006,New Mexico,Cibola County,6,27283,13381,13902,2049,1036,1013,3761,1890,1871,1821,922,899,2817,1465,1352,20549,9977,10572,19652,9533,10119,11715,5797,5918,6145,2985,3160,3154,1442,1712,327,126,201,34.1,33.2,35.2
050,35,006,New Mexico,Cibola County,7,27556,13527,14029,2084,1048,1036,3639,1838,1801,1850,939,911,2878,1482,1396,20904,10176,10728,19983,9702,10281,11763,5855,5908,6356,3080,3276,3241,1469,1772,348,141,207,34.3,33.4,35.4
050,35,006,New Mexico,Cibola County,8,27620,13516,14104,2062,1040,1022,3549,1796,1753,1820,917,903,2917,1533,1384,21105,10234,10871,20189,9763,10426,11676,5790,5886,6558,3173,3385,3336,1502,1834,363,140,223,34.7,33.8,35.8
050,35,007,New Mexico,Colfax County,1,14189,7190,6999,767,392,375,1805,936,869,990,595,395,985,544,441,11164,5604,5560,10627,5267,5360,5223,2726,2497,3764,1930,1834,2401,1085,1316,337,125,212,40.8,39.7,42.0
050,35,007,New Mexico,Colfax County,2,14189,7190,6999,767,392,375,1805,936,869,990,595,395,985,544,441,11164,5604,5560,10627,5267,5360,5223,2726,2497,3764,1930,1834,2401,1085,1316,337,125,212,40.8,39.7,42.0
050,35,007,New Mexico,Colfax County,3,14227,7206,7021,758,388,370,1797,930,867,990,595,395,998,551,447,11218,5629,5589,10682,5293,5389,5238,2735,2503,3810,1952,1858,2397,1081,1316,341,127,214,40.9,39.8,42.1
050,35,007,New Mexico,Colfax County,4,14152,7158,6994,750,380,370,1755,907,848,945,571,374,1047,565,482,11218,5636,5582,10702,5300,5402,5135,2668,2467,3913,1999,1914,2404,1097,1307,356,134,222,41.6,40.6,42.6
050,35,007,New Mexico,Colfax County,5,14207,7194,7013,782,402,380,1705,887,818,959,571,388,1099,607,492,11307,5688,5619,10761,5334,5427,5077,2659,2418,4009,2034,1975,2427,1113,1314,350,131,219,42.0,40.9,43.0
050,35,007,New Mexico,Colfax County,6,13919,6998,6921,750,383,367,1603,827,776,893,507,386,1083,594,489,11153,5574,5579,10673,5281,5392,4822,2488,2334,4096,2081,2015,2437,1105,1332,360,134,226,43.1,42.2,43.9
050,35,007,New Mexico,Colfax County,7,13854,6967,6887,736,365,371,1528,796,732,871,494,377,1103,600,503,11182,5589,5593,10719,5312,5407,4767,2477,2290,4154,2113,2041,2474,1118,1356,367,130,237,43.8,42.8,44.6
050,35,007,New Mexico,Colfax County,8,13755,6922,6833,731,352,379,1419,735,684,863,494,369,1107,614,493,11216,5623,5593,10742,5341,5401,4628,2415,2213,4262,2172,2090,2522,1138,1384,384,126,258,44.6,43.6,45.5
050,35,009,New Mexico,Curry County,1,45044,22245,22799,3874,2042,1832,6719,3432,3287,2968,1488,1480,5193,2784,2409,32990,16019,16971,31483,15283,16200,20430,10400,10030,8171,3902,4269,5163,2133,3030,662,189,473,30.8,29.1,32.6
050,35,009,New Mexico,Curry County,2,45044,22245,22799,3874,2042,1832,6719,3432,3287,2968,1488,1480,5193,2784,2409,32990,16019,16971,31483,15283,16200,20430,10400,10030,8171,3902,4269,5163,2133,3030,662,189,473,30.8,29.1,32.6
050,35,009,New Mexico,Curry County,3,44900,22166,22734,3873,2038,1835,6675,3415,3260,2959,1483,1476,5208,2789,2419,32893,15961,16932,31393,15230,16163,20308,10336,9972,8188,3907,4281,5173,2136,3037,669,191,478,30.9,29.1,32.6
050,35,009,New Mexico,Curry County,4,44729,22124,22605,3848,2008,1840,6625,3443,3182,2882,1447,1435,5179,2768,2411,32869,16000,16869,31374,15226,16148,20040,10204,9836,8319,3982,4337,5182,2143,3039,701,199,502,31.0,29.2,32.8
050,35,009,New Mexico,Curry County,5,44750,22159,22591,3874,2031,1843,6649,3434,3215,2841,1448,1393,5227,2771,2456,32791,15960,16831,31386,15246,16140,19867,10111,9756,8451,4066,4385,5184,2126,3058,725,207,518,30.9,29.0,32.9
050,35,009,New Mexico,Curry County,6,45178,22394,22784,3917,2040,1877,6608,3408,3200,2769,1413,1356,5259,2835,2424,33234,16182,17052,31884,15533,16351,19919,10142,9777,8819,4276,4543,5212,2150,3062,745,218,527,31.3,29.4,33.3
