stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whitea_tot,whitea_nonhisp,whitea_hisp,blacka_tot,blacka_nonhisp,blacka_hisp,aiana_tot,aiana_nonhisp,aiana_hisp,asiaa_tot,asiaa_nonhisp,asiaa_hisp,nhpia_tot,nhpia_nonhisp,nhpia_hisp,twoplus_tot,twoplus_nonhisp,twoplus_hisp
26113,2,3,Michigan,Missaukee County,5,14979,14799,180,14683,14511,172,72,70,2,69,65,4,41,41,0,0,0,0,114,112,2
26115,2,3,Michigan,Monroe County,5,149162,145935,3227,143380,140398,2982,2876,2760,116,419,372,47,854,844,10,0,0,0,1633,1561,72
26117,2,3,Michigan,Montcalm County,5,62505,60844,1661,59793,58309,1484,1396,1359,37,385,337,48,202,192,10,83,36,47,646,611,35
26119,2,3,Michigan,Montmorency County,5,10468,10386,82,10325,10247,78,47,47,0,39,38,1,9,8,1,0,0,0,48,46,2
26121,2,3,Michigan,Muskegon County,5,172173,165903,6270,142642,137040,5602,24419,24145,274,1436,1228,208,752,733,19,17,5,12,2907,2752,155
26123,2,3,Michigan,Newaygo County,5,48922,46883,2039,47278,45352,1926,624,587,37,353,315,38,168,165,3,12,1,11,487,463,24
26125,2,3,Michigan,Oakland County,5,1203379,1172857,30522,995805,968430,27375,129990,128330,1660,3406,2978,428,58185,57911,274,323,300,23,15670,14908,762
26127,2,3,Michigan,Oceana County,5,27733,24149,3584,26931,23515,3416,120,103,17,322,250,72,83,79,4,22,1,21,255,201,54
26129,2,3,Michigan,Ogemaw County,5,21747,21500,247,21217,20994,223,67,66,1,128,120,8,122,118,4,3,0,3,210,202,8
26131,2,3,Michigan,Ontonagon County,5,7683,7627,56,7492,7437,55,31,31,0,75,74,1,15,15,0,1,1,0,69,69,0
26133,2,3,Michigan,Osceola County,5,23533,23274,259,23012,22770,242,97,95,2,126,120,6,53,52,1,3,0,3,242,237,5
26135,2,3,Michigan,Oscoda County,5,9435,9337,98,9287,9200,87,21,21,0,64,57,7,1,1,0,1,0,1,61,58,3
26137,2,3,Michigan,Otsego County,5,24085,23899,186,23551,23379,172,71,71,0,143,133,10,99,99,0,1,1,0,220,216,4
26139,2,3,Michigan,Ottawa County,5,246294,228337,17957,234088,217086,17002,2924,2644,280,1021,771,250,5582,5494,88,59,53,6,2620,2289,331
26141,2,3,Michigan,Presque Isle County,5,14315,14226,89,14066,13986,80,83,82,1,76,74,2,24,23,1,2,0,2,64,61,3
26143,2,3,Michigan,Roscommon County,5,25814,25604,210,25352,25149,203,113,113,0,153,147,6,69,69,0,4,4,0,123,122,1
26145,2,3,Michigan,Saginaw County,5,209727,195443,14284,163632,150856,12776,40383,39505,878,932,717,215,1902,1824,78,83,50,33,2795,2491,304
26147,2,3,Michigan,St. Clair County,5,167258,163489,3769,160159,156782,3377,3500,3366,134,900,780,120,778,761,17,31,10,21,1890,1790,100
26149,2,3,Michigan,St. Joseph County,5,62453,59630,2823,59369,56714,2655,1715,1648,67,266,226,40,381,368,13,1,0,1,721,674,47
26151,2,3,Michigan,Sanilac County,5,44691,43474,1217,43916,42742,1174,160,156,4,153,144,9,131,124,7,2,0,2,329,308,21
26153,2,3,Michigan,Schoolcraft County,5,8774,8688,86,7834,7768,66,172,166,6,523,511,12,41,40,1,0,0,0,204,203,1
26155,2,3,Michigan,Shiawassee County,5,72139,70757,1382,70760,69480,1280,183,172,11,329,286,43,195,190,5,9,1,8,663,628,35
26157,2,3,Michigan,Tuscola County,5,58225,56876,1349,56564,55285,1279,662,651,11,337,308,29,182,177,5,6,0,6,474,455,19
26159,2,3,Michigan,Van Buren County,5,77403,71190,6213,71163,65293,5870,3920,3802,118,778,689,89,269,260,9,8,0,8,1265,1146,119
26161,2,3,Michigan,Washtenaw County,5,334480,325194,9286,260634,252508,8126,41259,40664,595,1221,1063,158,24276,24163,113,151,144,7,6939,6652,287
26163,2,3,Michigan,Wayne County,5,2040078,1957519,82559,1094976,1023122,71854,865940,859563,6377,7863,6672,1191,41330,40751,579,707,527,180,29262,26884,2378
26165,2,3,Michigan,Wexford County,5,30791,30471,320,30029,29737,292,107,103,4,226,213,13,141,139,2,2,0,2,286,279,7
26001,2,3,Michigan,Alcona County,6,11572,11475,97,11374,11284,90,43,43,0,70,68,2,19,19,0,3,0,3,63,61,2
26003,2,3,Michigan,Alger County,6,9767,9652,115,8643,8577,66,610,601,9,308,277,31,43,40,3,2,0,2,161,157,4
26005,2,3,Michigan,Allegan County,6,110331,103779,6552,106405,100240,6165,1524,1404,120,586,514,72,783,731,52,87,29,58,946,861,85
26007,2,3,Michigan,Alpena County,6,30781,30585,196,30250,30076,174,112,108,4,131,123,8,124,122,2,0,0,0,164,156,8
26009,2,3,Michigan,Antrim County,6,24094,23755,339,23480,23176,304,79,75,4,237,225,12,43,43,0,32,17,15,223,219,4
26011,2,3,Michigan,Arenac County,6,17309,17042,267,16649,16400,249,335,327,8,147,140,7,48,47,1,1,0,1,129,128,1
26013,2,3,Michigan,Baraga County,6,8782,8701,81,6942,6898,44,538,521,17,1016,1001,15,32,31,1,2,0,2,252,250,2
26015,2,3,Michigan,Barry County,6,58774,57785,989,57493,56552,941,184,181,3,305,276,29,203,203,0,1,0,1,588,573,15
26017,2,3,Michigan,Bay County,6,109452,105063,4389,105462,101392,4070,1495,1408,87,613,507,106,566,553,13,2,0,2,1314,1203,111
26019,2,3,Michigan,Benzie County,6,17078,16840,238,16555,16331,224,84,83,1,260,248,12,28,28,0,0,0,0,151,150,1
26021,2,3,Michigan,Berrien County,6,162766,157280,5486,131741,126735,5006,25803,25508,295,703,634,69,2231,2202,29,136,111,25,2152,2090,62
26023,2,3,Michigan,Branch County,6,46414,44857,1557,44139,42712,1427,1404,1367,37,203,178,25,264,240,24,23,0,23,381,360,21
26025,2,3,Michigan,Calhoun County,6,138854,134242,4612,118407,114248,4159,15228,14996,232,882,788,94,1758,1729,29,19,18,1,2560,2463,97
26027,2,3,Michigan,Cass County,6,51385,50134,1251,46680,45548,1132,3103,3056,47,416,381,35,293,281,12,0,0,0,893,868,25
26029,2,3,Michigan,Charlevoix County,6,26712,26392,320,25772,25489,283,91,89,2,443,422,21,78,78,0,30,19,11,298,295,3
26031,2,3,Michigan,Cheboygan County,6,27405,27167,238,26116,25905,211,126,120,6,646,628,18,58,58,0,0,0,0,459,456,3
26033,2,3,Michigan,Chippewa County,6,38822,38143,679,29890,29435,455,2214,2151,63,5061,4945,116,195,185,10,9,0,9,1453,1427,26
26035,2,3,Michigan,Clare County,6,31589,31234,355,30933,30599,334,119,115,4,224,213,11,71,70,1,2,0,2,240,237,3
26037,2,3,Michigan,Clinton County,6,67609,65869,1740,65508,63850,1658,743,733,10,266,237,29,411,402,9,27,12,15,654,635,19
26039,2,3,Michigan,Crawford County,6,14808,14642,166,14288,14133,155,265,257,8,88,88,0,76,75,1,2,0,2,89,89,0
26041,2,3,Michigan,Delta County,6,38317,38111,206,36791,36604,187,59,58,1,834,823,11,141,139,2,3,0,3,489,487,2
26043,2,3,Michigan,Dickinson County,6,27186,26999,187,26692,26525,167,37,36,1,139,127,12,151,149,2,3,0,3,164,162,2
26045,2,3,Michigan,Eaton County,6,106197,102479,3718,96472,93039,3433,6305,6151,154,499,453,46,1506,1472,34,26,19,7,1389,1345,44
26047,2,3,Michigan,Emmet County,6,32741,32433,308,31095,30839,256,127,120,7,973,947,26,188,182,6,7,0,7,351,345,6
26049,2,3,Michigan,Genesee County,6,442250,431776,10474,337601,328620,8981,89747,89004,743,2426,2156,270,3936,3882,54,144,120,24,8396,7994,402
26051,2,3,Michigan,Gladwin County,6,26939,26639,300,26407,26147,260,55,49,6,149,144,5,84,81,3,24,4,20,220,214,6
26053,2,3,Michigan,Gogebic County,6,17329,17120,209,16033,15851,182,719,705,14,364,354,10,54,53,1,1,0,1,158,157,1
26055,2,3,Michigan,Grand Traverse County,6,82011,80654,1357,79483,78196,1287,584,566,18,743,713,30,435,432,3,7,0,7,759,747,12
26057,2,3,Michigan,Gratiot County,6,42501,40679,1822,39968,38248,1720,1728,1688,40,245,206,39,202,196,6,4,0,4,354,341,13
26059,2,3,Michigan,Hillsdale County,6,47230,46612,618,46304,45713,591,233,223,10,178,169,9,173,170,3,2,0,2,340,337,3
26061,2,3,Michigan,Houghton County,6,36249,35980,269,34865,34632,233,370,359,11,197,183,14,581,576,5,1,1,0,235,229,6
26063,2,3,Michigan,Huron County,6,35216,34635,581,34681,34127,554,70,69,1,101,88,13,149,147,2,0,0,0,215,204,11
26065,2,3,Michigan,Ingham County,6,282030,265214,16816,229125,214493,14632,32163,30937,1226,1594,1331,263,12122,12014,108,182,157,25,6844,6282,562
26067,2,3,Michigan,Ionia County,6,63573,61855,1718,59009,57502,1507,3217,3136,81,374,315,59,228,216,12,8,0,8,737,686,51
26069,2,3,Michigan,Iosco County,6,26888,26654,234,26189,25991,198,149,143,6,183,168,15,110,109,1,7,1,6,250,242,8
26071,2,3,Michigan,Iron County,6,12787,12703,84,12423,12345,78,149,146,3,109,106,3,28,28,0,0,0,0,78,78,0
26073,2,3,Michigan,Isabella County,6,64663,63159,1504,59585,58358,1227,1275,1242,33,1789,1604,185,1147,1123,24,34,24,10,833,808,25
26075,2,3,Michigan,Jackson County,6,162321,158441,3880,145355,141903,3452,12873,12632,241,634,564,70,981,971,10,82,68,14,2396,2303,93
26077,2,3,Michigan,Kalamazoo County,6,242110,235392,6718,206975,201095,5880,24111,23636,475,970,873,97,5276,5224,52,122,110,12,4656,4454,202
26079,2,3,Michigan,Kalkaska County,6,17177,17010,167,16799,16644,155,63,62,1,138,131,7,38,38,0,4,0,4,135,135,0
26081,2,3,Michigan,Kent County,6,590417,542541,47876,508006,465543,42463,56149,53093,3056,3159,2516,643,12258,11977,281,574,369,205,10271,9043,1228
26083,2,3,Michigan,Keweenaw County,6,2227,2214,13,2172,2163,9,47,45,2,1,0,1,2,2,0,0,0,0,5,4,1
26085,2,3,Michigan,Lake County,6,11795,11581,214,10128,9948,180,1373,1349,24,114,109,5,19,19,0,3,0,3,158,156,2
26087,2,3,Michigan,Lapeer County,6,91314,88227,3087,88949,85978,2971,867,846,21,349,305,44,426,411,15,0,0,0,723,687,36
26089,2,3,Michigan,Leelanau County,6,21860,21156,704,20749,20129,620,84,79,5,836,766,70,49,49,0,3,0,3,139,133,6
26091,2,3,Michigan,Lenawee County,6,100786,93555,7231,96722,89898,6824,2145,1972,173,427,326,101,552,535,17,1,0,1,939,824,115
26093,2,3,Michigan,Livingston County,6,172881,170446,2435,168192,165940,2252,1013,977,36,737,668,69,1269,1259,10,107,92,15,1563,1510,53
26095,2,3,Michigan,Luce County,6,6919,6794,125,5845,5771,74,557,529,28,362,344,18,32,30,2,2,0,2,121,120,1
26097,2,3,Michigan,Mackinac County,6,11470,11364,106,9384,9302,82,41,41,0,1519,1500,19,35,32,3,1,0,1,490,489,1
26099,2,3,Michigan,Macomb County,6,813948,799491,14457,744721,731378,13343,33296,32984,312,2562,2287,275,22423,22281,142,228,208,20,10718,10353,365
26101,2,3,Michigan,Manistee County,6,25317,24715,602,24098,23546,552,471,452,19,396,376,20,92,89,3,3,0,3,257,252,5
26103,2,3,Michigan,Marquette County,6,64616,64112,504,61639,61179,460,961,948,13,962,940,22,360,356,4,3,1,2,691,688,3
26105,2,3,Michigan,Mason County,6,28685,27721,964,27847,26944,903,242,221,21,216,199,17,72,72,0,1,0,1,307,285,22
26107,2,3,Michigan,Mecosta County,6,41728,41216,512,38928,38464,464,1544,1527,17,255,240,15,392,385,7,10,7,3,599,593,6
26109,2,3,Michigan,Menominee County,6,25084,24897,187,24234,24088,146,66,66,0,537,497,40,66,66,0,0,0,0,181,180,1
26111,2,3,Michigan,Midland County,6,84492,83154,1338,80976,79728,1248,1037,1003,34,314,283,31,1464,1453,11,8,8,0,693,679,14
26113,2,3,Michigan,Missaukee County,6,15189,15006,183,14871,14696,175,72,70,2,73,69,4,54,54,0,0,0,0,119,117,2
26115,2,3,Michigan,Monroe County,6,150673,147305,3368,144642,141519,3123,3006,2890,116,409,361,48,950,938,12,1,0,1,1665,1597,68
26117,2,3,Michigan,Montcalm County,6,62926,61192,1734,60207,58656,1551,1398,1357,41,385,338,47,201,191,10,82,33,49,653,617,36
26119,2,3,Michigan,Montmorency County,6,10492,10404,88,10342,10259,83,47,47,0,42,40,2,8,8,0,0,0,0,53,50,3
26121,2,3,Michigan,Muskegon County,6,173090,166539,6551,143370,137496,5874,24501,24223,278,1427,1214,213,797,775,22,22,10,12,2973,2821,152
26123,2,3,Michigan,Newaygo County,6,49271,47098,2173,47648,45594,2054,635,597,38,346,303,43,147,144,3,6,1,5,489,459,30
26125,2,3,Michigan,Oakland County,6,1207869,1176409,31460,992896,964616,28280,133772,132099,1673,3351,2917,434,61425,61148,277,350,323,27,16075,15306,769
26127,2,3,Michigan,Oceana County,6,28074,24341,3733,27241,23668,3573,157,140,17,311,244,67,81,77,4,27,3,24,257,209,48
26129,2,3,Michigan,Ogemaw County,6,21792,21522,270,21263,21018,245,73,72,1,129,120,9,112,109,3,4,0,4,211,203,8
26131,2,3,Michigan,Ontonagon County,6,7571,7515,56,7391,7336,55,29,29,0,72,71,1,14,14,0,1,1,0,64,64,0
26133,2,3,Michigan,Osceola County,6,23509,23255,254,22986,22749,237,100,98,2,125,119,6,53,52,1,3,1,2,242,236,6
26135,2,3,Michigan,Oscoda County,6,9461,9357,104,9301,9207,94,23,23,0,71,64,7,4,4,0,1,0,1,61,59,2
26137,2,3,Michigan,Otsego County,6,24268,24062,206,23722,23532,190,71,71,0,150,139,11,98,98,0,1,1,0,226,221,5
26139,2,3,Michigan,Ottawa County,6,249391,230855,18536,236632,219059,17573,2991,2710,281,1058,802,256,5937,5847,90,67,62,5,2706,2375,331
26141,2,3,Michigan,Presque Isle County,6,14286,14194,92,14033,13952,81,84,83,1,80,77,3,25,23,2,2,0,2,62,59,3
26143,2,3,Michigan,Roscommon County,6,26230,25995,235,25749,25523,226,115,115,0,159,152,7,73,73,0,7,6,1,127,126,1
26145,2,3,Michigan,Saginaw County,6,209327,194985,14342,162887,150035,12852,40610,39735,875,926,714,212,1948,1880,68,87,51,36,2869,2570,299
26147,2,3,Michigan,St. Clair County,6,169063,165183,3880,161887,158402,3485,3553,3416,137,895,776,119,758,742,16,31,8,23,1939,1839,100
26149,2,3,Michigan,St. Joseph County,6,62864,59767,3097,59739,56829,2910,1713,1642,71,265,221,44,398,386,12,2,0,2,747,689,58
26151,2,3,Michigan,Sanilac County,6,44583,43366,1217,43802,42627,1175,168,163,5,149,140,9,124,118,6,3,0,3,337,318,19
26153,2,3,Michigan,Schoolcraft County,6,8772,8687,85,7842,7777,65,175,169,6,510,498,12,41,40,1,0,0,0,204,203,1
26155,2,3,Michigan,Shiawassee County,6,72543,71087,1456,71063,69714,1349,191,180,11,357,313,44,219,214,5,9,0,9,704,666,38
26157,2,3,Michigan,Tuscola County,6,58382,57025,1357,56726,55438,1288,669,658,11,337,309,28,164,161,3,7,0,7,479,459,20
26159,2,3,Michigan,Van Buren County,6,78210,71790,6420,71934,65869,6065,3915,3797,118,765,675,90,291,283,8,11,0,11,1294,1166,128
26161,2,3,Michigan,Washtenaw County,6,338562,329091,9471,262687,254370,8317,41676,41077,599,1249,1103,146,25582,25468,114,155,148,7,7213,6925,288
26163,2,3,Michigan,Wayne County,6,2028778,1943329,85449,1088265,1013699,74566,859248,852812,6436,7736,6548,1188,42968,42359,609,733,549,184,29828,27362,2466
26165,2,3,Michigan,Wexford County,6,31251,30921,330,30460,30157,303,127,123,4,220,207,13,152,150,2,3,0,3,289,284,5
