210,"pmtc009",5/21/2002 0:00:00,3704,7,0.72,705.00,831.90,,,15.50,,
211,"pmtc009",5/21/2002 0:00:00,3603,8,0.77,755.00,890.90,,,20.93,,
212,"pmtc009",5/21/2002 0:00:00,1786,9,0.82,775.00,914.50,,,24.64,,
213,"pmtc009",5/21/2002 0:00:00,3377,10,0.76,745.00,879.10,,,13.14,,
214,"pmtc009",5/21/2002 0:00:00,1907,11,0.88,695.00,820.10,,,15.43,,
215,"pmtc009",5/21/2002 0:00:00,3504,12,0.81,745.00,879.10,,,15.32,,
216,"pmtc010",5/23/2002 0:00:00,3601,1,0.84,790.00,932.20,,,15.32,,
217,"pmtc010",5/23/2002 0:00:00,4220,2,0.84,870.00,1026.60,,,3.06,,
218,"pmtc010",5/23/2002 0:00:00,4216,3,0.76,835.00,985.30,,,6.48,,
219,"pmtc010",5/23/2002 0:00:00,4130,4,0.75,785.00,926.30,,,12.64,,
220,"pmtc010",5/23/2002 0:00:00,4303,5,0.75,750.00,885.00,,,27.60,,
221,"pmtc010",5/23/2002 0:00:00,4279,6,0.91,845.00,997.10,,,10.59,,
222,"pmtc010",5/23/2002 0:00:00,4181,7,0.85,870.00,1026.60,,,2.62,,
223,"pmtc010",5/23/2002 0:00:00,4433,8,1.06,840.00,991.20,,,11.33,,
224,"pmtc010",5/23/2002 0:00:00,4428,9,0.63,740.00,873.20,,,10.59,,
225,"pmtc010",5/23/2002 0:00:00,4387,10,0.89,920.00,1085.60,,,8.49,,
226,"pmtc010",5/23/2002 0:00:00,4138,11,1.04,850.00,1003.00,,,5.82,,
227,"pmtc010",5/23/2002 0:00:00,4135,12,0.78,790.00,932.20,,,8.78,,
228,"pmtc011",5/25/2002 0:00:00,3944,1,0.87,840.00,991.20,,,9.01,,
229,"pmtc011",5/25/2002 0:00:00,4096,2,0.58,860.00,1014.80,,,3.95,,
230,"pmtc011",5/25/2002 0:00:00,4127,3,0.79,870.00,1026.60,,,4.38,,
231,"pmtc011",5/25/2002 0:00:00,4010,4,0.77,825.00,973.50,,,9.79,,
232,"pmtc011",5/25/2002 0:00:00,4158,5,0.68,840.00,991.20,,,8.71,,
233,"pmtc011",5/25/2002 0:00:00,4621,6,0.69,805.00,949.90,,,6.27,,
234,"pmtc011",5/25/2002 0:00:00,4622,7,1.00,775.00,914.50,,,10.76,,
235,"pmtc011",5/25/2002 0:00:00,4623,8,0.92,830.00,979.40,,,9.66,,
236,"pmtc011",5/25/2002 0:00:00,4709,9,0.73,850.00,1003.00,,,6.27,,
237,"pmtc011",5/25/2002 0:00:00,4710,10,0.84,850.00,1003.00,,,4.04,,
