SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007
050,25,025,Massachusetts,Suffolk County,0,0,3,6398,6398,6487,6544,6477,6371,6288,6206,6138,6102
050,25,025,Massachusetts,Suffolk County,0,0,4,53222,53222,53716,55134,56018,56410,56509,57136,57691,58232
050,25,025,Massachusetts,Suffolk County,0,0,5,2077,2077,2136,2157,2164,2174,2170,2195,2214,2219
050,25,025,Massachusetts,Suffolk County,0,1,1,373216,373216,373065,381083,382015,380695,378826,379006,381752,383646
050,25,025,Massachusetts,Suffolk County,0,1,2,160034,160034,159978,160715,160028,158145,155384,154062,151910,149538
050,25,025,Massachusetts,Suffolk County,0,1,3,4380,4380,4481,4492,4405,4295,4206,4100,4037,3947
050,25,025,Massachusetts,Suffolk County,0,1,4,52308,52308,52714,54130,54975,55356,55436,56022,56556,57075
050,25,025,Massachusetts,Suffolk County,0,1,5,1467,1467,1474,1479,1466,1485,1455,1466,1475,1483
050,25,025,Massachusetts,Suffolk County,0,2,1,82435,82435,82962,86608,89005,90957,92717,94466,96133,98646
050,25,025,Massachusetts,Suffolk County,0,2,2,23707,23707,23849,24344,24495,24700,25068,25521,25806,26148
050,25,025,Massachusetts,Suffolk County,0,2,3,2018,2018,2006,2052,2072,2076,2082,2106,2101,2155
050,25,025,Massachusetts,Suffolk County,0,2,4,914,914,1002,1004,1043,1054,1073,1114,1135,1157
050,25,025,Massachusetts,Suffolk County,0,2,5,610,610,662,678,698,689,715,729,739,736
050,25,025,Massachusetts,Suffolk County,1,0,1,223146,223146,223292,229360,231207,231771,231940,233224,235777,238338
050,25,025,Massachusetts,Suffolk County,1,0,2,84806,84806,84874,85367,84840,84063,82966,82559,81599,80678
050,25,025,Massachusetts,Suffolk County,1,0,3,3015,3015,3063,3080,3074,3012,2960,2930,2899,2886
050,25,025,Massachusetts,Suffolk County,1,0,4,26067,26067,26250,26941,27303,27437,27417,27707,27911,28141
050,25,025,Massachusetts,Suffolk County,1,0,5,988,988,1006,1011,1019,1034,1030,1042,1039,1059
050,25,025,Massachusetts,Suffolk County,1,1,1,181804,181804,181671,185814,186408,185869,185102,185442,187086,188280
050,25,025,Massachusetts,Suffolk County,1,1,2,73623,73623,73630,73896,73327,72440,71163,70532,69454,68360
050,25,025,Massachusetts,Suffolk County,1,1,3,1975,1975,2047,2050,2024,1964,1906,1863,1836,1796
050,25,025,Massachusetts,Suffolk County,1,1,4,25654,25654,25785,26477,26818,26943,26917,27180,27380,27591
050,25,025,Massachusetts,Suffolk County,1,1,5,699,699,698,696,696,710,692,692,690,702
050,25,025,Massachusetts,Suffolk County,1,2,1,41342,41342,41621,43546,44799,45902,46838,47782,48691,50058
050,25,025,Massachusetts,Suffolk County,1,2,2,11183,11183,11244,11471,11513,11623,11803,12027,12145,12318
050,25,025,Massachusetts,Suffolk County,1,2,3,1040,1040,1016,1030,1050,1048,1054,1067,1063,1090
050,25,025,Massachusetts,Suffolk County,1,2,4,413,413,465,464,485,494,500,527,531,550
050,25,025,Massachusetts,Suffolk County,1,2,5,289,289,308,315,323,324,338,350,349,357
050,25,025,Massachusetts,Suffolk County,2,0,1,232505,232505,232735,238331,239813,239881,239603,240248,242108,243954
050,25,025,Massachusetts,Suffolk County,2,0,2,98935,98935,98953,99692,99683,98782,97486,97024,96117,95008
050,25,025,Massachusetts,Suffolk County,2,0,3,3383,3383,3424,3464,3403,3359,3328,3276,3239,3216
050,25,025,Massachusetts,Suffolk County,2,0,4,27155,27155,27466,28193,28715,28973,29092,29429,29780,30091
050,25,025,Massachusetts,Suffolk County,2,0,5,1089,1089,1130,1146,1145,1140,1140,1153,1175,1160
050,25,025,Massachusetts,Suffolk County,2,1,1,191412,191412,191394,195269,195607,194826,193724,193564,194666,195366
050,25,025,Massachusetts,Suffolk County,2,1,2,86411,86411,86348,86819,86701,85705,84221,83530,82456,81178
050,25,025,Massachusetts,Suffolk County,2,1,3,2405,2405,2434,2442,2381,2331,2300,2237,2201,2151
050,25,025,Massachusetts,Suffolk County,2,1,4,26654,26654,26929,27653,28157,28413,28519,28842,29176,29484
050,25,025,Massachusetts,Suffolk County,2,1,5,768,768,776,783,770,775,763,774,785,781
050,25,025,Massachusetts,Suffolk County,2,2,1,41093,41093,41341,43062,44206,45055,45879,46684,47442,48588
050,25,025,Massachusetts,Suffolk County,2,2,2,12524,12524,12605,12873,12982,13077,13265,13494,13661,13830
050,25,025,Massachusetts,Suffolk County,2,2,3,978,978,990,1022,1022,1028,1028,1039,1038,1065
050,25,025,Massachusetts,Suffolk County,2,2,4,501,501,537,540,558,560,573,587,604,607
050,25,025,Massachusetts,Suffolk County,2,2,5,321,321,354,363,375,365,377,379,390,379
050,25,027,Massachusetts,Worcester County,0,0,1,703788,703143,705472,711126,714969,717319,718096,719078,719748,720331
050,25,027,Massachusetts,Worcester County,0,0,2,26769,26445,26471,28008,29424,30373,31026,31858,32744,33611
050,25,027,Massachusetts,Worcester County,0,0,3,4791,4775,4725,4820,4903,4972,4983,4985,5032,5067
050,25,027,Massachusetts,Worcester County,0,0,4,22373,22356,22628,24092,25809,27225,28394,29326,30343,30937
050,25,027,Massachusetts,Worcester County,0,0,5,918,917,880,905,937,963,989,996,1025,1049
050,25,027,Massachusetts,Worcester County,0,1,1,658731,658320,660128,663853,665943,666755,666390,665922,664900,664031
050,25,027,Massachusetts,Worcester County,0,1,2,21525,21213,21282,22738,24104,24993,25668,26513,27374,28231
050,25,027,Massachusetts,Worcester County,0,1,3,3980,3967,3964,4034,4100,4146,4152,4146,4174,4198
050,25,027,Massachusetts,Worcester County,0,1,4,22034,22017,22358,23812,25516,26925,28084,29006,30020,30612
050,25,027,Massachusetts,Worcester County,0,1,5,501,500,531,553,577,595,610,613,629,644
050,25,027,Massachusetts,Worcester County,0,2,1,45057,44823,45344,47273,49026,50564,51706,53156,54848,56300
050,25,027,Massachusetts,Worcester County,0,2,2,5244,5232,5189,5270,5320,5380,5358,5345,5370,5380
050,25,027,Massachusetts,Worcester County,0,2,3,811,808,761,786,803,826,831,839,858,869
050,25,027,Massachusetts,Worcester County,0,2,4,339,339,270,280,293,300,310,320,323,325
050,25,027,Massachusetts,Worcester County,0,2,5,417,417,349,352,360,368,379,383,396,405
050,25,027,Massachusetts,Worcester County,1,0,1,342489,341843,343085,345999,348211,349677,350250,350936,351573,352143
050,25,027,Massachusetts,Worcester County,1,0,2,14199,13877,13868,14619,15365,15880,16257,16734,17201,17666
050,25,027,Massachusetts,Worcester County,1,0,3,2329,2313,2302,2351,2401,2441,2452,2440,2468,2492
050,25,027,Massachusetts,Worcester County,1,0,4,11251,11234,11390,12162,13025,13753,14362,14855,15351,15661
050,25,027,Massachusetts,Worcester County,1,0,5,429,428,424,435,447,472,488,487,506,519
050,25,027,Massachusetts,Worcester County,1,1,1,319976,319563,320541,322468,323808,324472,324498,324429,324193,324021
050,25,027,Massachusetts,Worcester County,1,1,2,11622,11312,11320,12027,12752,13234,13622,14097,14554,15011
050,25,027,Massachusetts,Worcester County,1,1,3,1933,1920,1921,1954,2001,2025,2036,2022,2041,2062
050,25,027,Massachusetts,Worcester County,1,1,4,11093,11076,11267,12033,12891,13616,14222,14712,15208,15515
050,25,027,Massachusetts,Worcester County,1,1,5,237,236,260,269,276,294,306,304,310,321
050,25,027,Massachusetts,Worcester County,1,2,1,22513,22280,22544,23531,24403,25205,25752,26507,27380,28122
050,25,027,Massachusetts,Worcester County,1,2,2,2577,2565,2548,2592,2613,2646,2635,2637,2647,2655
050,25,027,Massachusetts,Worcester County,1,2,3,396,393,381,397,400,416,416,418,427,430
050,25,027,Massachusetts,Worcester County,1,2,4,158,158,123,129,134,137,140,143,143,146
050,25,027,Massachusetts,Worcester County,1,2,5,192,192,164,166,171,178,182,183,196,198
050,25,027,Massachusetts,Worcester County,2,0,1,361299,361300,362387,365127,366758,367642,367846,368142,368175,368188
050,25,027,Massachusetts,Worcester County,2,0,2,12570,12568,12603,13389,14059,14493,14769,15124,15543,15945
050,25,027,Massachusetts,Worcester County,2,0,3,2462,2462,2423,2469,2502,2531,2531,2545,2564,2575
050,25,027,Massachusetts,Worcester County,2,0,4,11122,11122,11238,11930,12784,13472,14032,14471,14992,15276
050,25,027,Massachusetts,Worcester County,2,0,5,489,489,456,470,490,491,501,509,519,530
050,25,027,Massachusetts,Worcester County,2,1,1,338755,338757,339587,341385,342135,342283,341892,341493,340707,340010
050,25,027,Massachusetts,Worcester County,2,1,2,9903,9901,9962,10711,11352,11759,12046,12416,12820,13220
050,25,027,Massachusetts,Worcester County,2,1,3,2047,2047,2043,2080,2099,2121,2116,2124,2133,2136
050,25,027,Massachusetts,Worcester County,2,1,4,10941,10941,11091,11779,12625,13309,13862,14294,14812,15097
050,25,027,Massachusetts,Worcester County,2,1,5,264,264,271,284,301,301,304,309,319,323
050,25,027,Massachusetts,Worcester County,2,2,1,22544,22543,22800,23742,24623,25359,25954,26649,27468,28178
050,25,027,Massachusetts,Worcester County,2,2,2,2667,2667,2641,2678,2707,2734,2723,2708,2723,2725
050,25,027,Massachusetts,Worcester County,2,2,3,415,415,380,389,403,410,415,421,431,439
050,25,027,Massachusetts,Worcester County,2,2,4,181,181,147,151,159,163,170,177,180,179
050,25,027,Massachusetts,Worcester County,2,2,5,225,225,185,186,189,190,197,200,200,207
