SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007
050,25,001,Massachusetts,Barnstable County,2,1,1,111807,111807,112287,112985,113805,114243,113579,112603,111732,110943
050,25,001,Massachusetts,Barnstable County,2,1,2,2643,2643,2626,2712,2743,2819,2822,2846,2880,2941
050,25,001,Massachusetts,Barnstable County,2,1,3,1116,1116,1148,1155,1155,1158,1156,1142,1147,1147
050,25,001,Massachusetts,Barnstable County,2,1,4,979,979,969,1062,1137,1184,1226,1290,1351,1390
050,25,001,Massachusetts,Barnstable County,2,1,5,87,87,65,75,70,67,68,70,75,75
050,25,001,Massachusetts,Barnstable County,2,2,1,1334,1334,1346,1398,1448,1535,1557,1594,1629,1665
050,25,001,Massachusetts,Barnstable County,2,2,2,98,98,107,113,117,121,124,134,132,132
050,25,001,Massachusetts,Barnstable County,2,2,3,69,69,65,65,65,66,66,66,65,63
050,25,001,Massachusetts,Barnstable County,2,2,4,26,26,19,19,18,18,20,18,18,18
050,25,001,Massachusetts,Barnstable County,2,2,5,6,6,5,6,7,8,8,8,8,8
050,25,003,Massachusetts,Berkshire County,0,0,1,130396,130396,130222,128990,128087,127452,126610,125694,124843,124286
050,25,003,Massachusetts,Berkshire County,0,0,2,3523,3523,3509,3640,3784,3910,4062,4118,4166,4254
050,25,003,Massachusetts,Berkshire County,0,0,3,717,717,710,728,743,741,747,744,740,743
050,25,003,Massachusetts,Berkshire County,0,0,4,1704,1704,1689,1769,1861,1937,1995,2076,2121,2203
050,25,003,Massachusetts,Berkshire County,0,0,5,149,149,110,124,133,138,138,142,148,153
050,25,003,Massachusetts,Berkshire County,0,1,1,128355,128355,128143,126788,125703,124946,123991,122976,122003,121342
050,25,003,Massachusetts,Berkshire County,0,1,2,3269,3269,3228,3350,3485,3604,3745,3792,3832,3917
050,25,003,Massachusetts,Berkshire County,0,1,3,659,659,678,693,704,704,711,710,706,707
050,25,003,Massachusetts,Berkshire County,0,1,4,1656,1656,1658,1738,1829,1905,1961,2042,2088,2169
050,25,003,Massachusetts,Berkshire County,0,1,5,132,132,101,115,123,127,126,130,136,141
050,25,003,Massachusetts,Berkshire County,0,2,1,2041,2041,2079,2202,2384,2506,2619,2718,2840,2944
050,25,003,Massachusetts,Berkshire County,0,2,2,254,254,281,290,299,306,317,326,334,337
050,25,003,Massachusetts,Berkshire County,0,2,3,58,58,32,35,39,37,36,34,34,36
050,25,003,Massachusetts,Berkshire County,0,2,4,48,48,31,31,32,32,34,34,33,34
050,25,003,Massachusetts,Berkshire County,0,2,5,17,17,9,9,10,11,12,12,12,12
050,25,003,Massachusetts,Berkshire County,1,0,1,62239,62239,62187,61641,61290,60957,60576,60138,59756,59518
050,25,003,Massachusetts,Berkshire County,1,0,2,1794,1794,1802,1870,1961,2024,2107,2136,2165,2216
050,25,003,Massachusetts,Berkshire County,1,0,3,353,353,338,339,351,351,352,351,345,352
050,25,003,Massachusetts,Berkshire County,1,0,4,819,819,813,852,893,930,960,1004,1022,1063
050,25,003,Massachusetts,Berkshire County,1,0,5,72,72,54,59,62,64,64,66,64,68
050,25,003,Massachusetts,Berkshire County,1,1,1,61221,61221,61140,60531,60083,59688,59244,58755,58309,58019
050,25,003,Massachusetts,Berkshire County,1,1,2,1677,1677,1660,1723,1804,1862,1940,1962,1985,2035
050,25,003,Massachusetts,Berkshire County,1,1,3,325,325,320,320,330,330,330,331,326,330
050,25,003,Massachusetts,Berkshire County,1,1,4,791,791,796,835,875,911,940,984,1003,1043
050,25,003,Massachusetts,Berkshire County,1,1,5,61,61,48,53,55,56,55,57,55,59
050,25,003,Massachusetts,Berkshire County,1,2,1,1018,1018,1047,1110,1207,1269,1332,1383,1447,1499
050,25,003,Massachusetts,Berkshire County,1,2,2,117,117,142,147,157,162,167,174,180,181
050,25,003,Massachusetts,Berkshire County,1,2,3,28,28,18,19,21,21,22,20,19,22
050,25,003,Massachusetts,Berkshire County,1,2,4,28,28,17,17,18,19,20,20,19,20
050,25,003,Massachusetts,Berkshire County,1,2,5,11,11,6,6,7,8,9,9,9,9
050,25,003,Massachusetts,Berkshire County,2,0,1,68157,68157,68035,67349,66797,66495,66034,65556,65087,64768
050,25,003,Massachusetts,Berkshire County,2,0,2,1729,1729,1707,1770,1823,1886,1955,1982,2001,2038
050,25,003,Massachusetts,Berkshire County,2,0,3,364,364,372,389,392,390,395,393,395,391
050,25,003,Massachusetts,Berkshire County,2,0,4,885,885,876,917,968,1007,1035,1072,1099,1140
050,25,003,Massachusetts,Berkshire County,2,0,5,77,77,56,65,71,74,74,76,84,85
050,25,003,Massachusetts,Berkshire County,2,1,1,67134,67134,67003,66257,65620,65258,64747,64221,63694,63323
050,25,003,Massachusetts,Berkshire County,2,1,2,1592,1592,1568,1627,1681,1742,1805,1830,1847,1882
050,25,003,Massachusetts,Berkshire County,2,1,3,334,334,358,373,374,374,381,379,380,377
050,25,003,Massachusetts,Berkshire County,2,1,4,865,865,862,903,954,994,1021,1058,1085,1126
050,25,003,Massachusetts,Berkshire County,2,1,5,71,71,53,62,68,71,71,73,81,82
050,25,003,Massachusetts,Berkshire County,2,2,1,1023,1023,1032,1092,1177,1237,1287,1335,1393,1445
050,25,003,Massachusetts,Berkshire County,2,2,2,137,137,139,143,142,144,150,152,154,156
050,25,003,Massachusetts,Berkshire County,2,2,3,30,30,14,16,18,16,14,14,15,14
050,25,003,Massachusetts,Berkshire County,2,2,4,20,20,14,14,14,13,14,14,14,14
050,25,003,Massachusetts,Berkshire County,2,2,5,6,6,3,3,3,3,3,3,3,3
050,25,005,Massachusetts,Bristol County,0,0,1,510087,510087,511299,512452,514949,515601,514660,512685,510833,510385
050,25,005,Massachusetts,Bristol County,0,0,2,17530,17530,17420,18304,19727,20970,21689,22221,22853,23321
050,25,005,Massachusetts,Bristol County,0,0,3,3669,3669,3732,3804,3890,3954,4019,4026,4068,4110
050,25,005,Massachusetts,Bristol County,0,0,4,8379,8379,8484,8874,9411,9906,10305,10522,10842,11210
050,25,005,Massachusetts,Bristol County,0,0,5,963,963,926,942,993,1022,1035,1046,1070,1079
050,25,005,Massachusetts,Bristol County,0,1,1,493726,493726,494750,494989,496278,495924,494249,491460,488856,487639
050,25,005,Massachusetts,Bristol County,0,1,2,14893,14893,14829,15665,16987,18150,18858,19389,20003,20445
050,25,005,Massachusetts,Bristol County,0,1,3,3135,3135,3242,3276,3319,3350,3379,3350,3368,3375
050,25,005,Massachusetts,Bristol County,0,1,4,8231,8231,8386,8767,9304,9789,10182,10392,10714,11072
050,25,005,Massachusetts,Bristol County,0,1,5,854,854,804,816,863,889,900,905,930,935
050,25,005,Massachusetts,Bristol County,0,2,1,16361,16361,16549,17463,18671,19677,20411,21225,21977,22746
050,25,005,Massachusetts,Bristol County,0,2,2,2637,2637,2591,2639,2740,2820,2831,2832,2850,2876
050,25,005,Massachusetts,Bristol County,0,2,3,534,534,490,528,571,604,640,676,700,735
050,25,005,Massachusetts,Bristol County,0,2,4,148,148,98,107,107,117,123,130,128,138
050,25,005,Massachusetts,Bristol County,0,2,5,109,109,122,126,130,133,135,141,140,144
050,25,005,Massachusetts,Bristol County,1,0,1,244611,244611,245283,245847,247390,247862,247482,246589,245803,245742
050,25,005,Massachusetts,Bristol County,1,0,2,8608,8608,8540,8912,9643,10285,10645,10916,11253,11500
050,25,005,Massachusetts,Bristol County,1,0,3,1816,1816,1870,1891,1939,1985,2013,2012,2056,2065
050,25,005,Massachusetts,Bristol County,1,0,4,4103,4103,4165,4371,4643,4896,5108,5230,5404,5581
050,25,005,Massachusetts,Bristol County,1,0,5,468,468,457,470,486,507,502,506,526,526
050,25,005,Massachusetts,Bristol County,1,1,1,236546,236546,237125,237225,238128,238056,237270,235948,234753,234274
050,25,005,Massachusetts,Bristol County,1,1,2,7289,7289,7232,7595,8269,8862,9204,9474,9790,10017
050,25,005,Massachusetts,Bristol County,1,1,3,1514,1514,1589,1589,1615,1638,1641,1628,1648,1638
050,25,005,Massachusetts,Bristol County,1,1,4,4025,4025,4115,4319,4592,4840,5045,5170,5338,5508
050,25,005,Massachusetts,Bristol County,1,1,5,419,419,396,405,419,437,432,435,453,449
050,25,005,Massachusetts,Bristol County,1,2,1,8065,8065,8158,8622,9262,9806,10212,10641,11050,11468
050,25,005,Massachusetts,Bristol County,1,2,2,1319,1319,1308,1317,1374,1423,1441,1442,1463,1483
050,25,005,Massachusetts,Bristol County,1,2,3,302,302,281,302,324,347,372,384,408,427
050,25,005,Massachusetts,Bristol County,1,2,4,78,78,50,52,51,56,63,60,66,73
050,25,005,Massachusetts,Bristol County,1,2,5,49,49,61,65,67,70,70,71,73,77
050,25,005,Massachusetts,Bristol County,2,0,1,265476,265476,266016,266605,267559,267739,267178,266096,265030,264643
050,25,005,Massachusetts,Bristol County,2,0,2,8922,8922,8880,9392,10084,10685,11044,11305,11600,11821
050,25,005,Massachusetts,Bristol County,2,0,3,1853,1853,1862,1913,1951,1969,2006,2014,2012,2045
050,25,005,Massachusetts,Bristol County,2,0,4,4276,4276,4319,4503,4768,5010,5197,5292,5438,5629
050,25,005,Massachusetts,Bristol County,2,0,5,495,495,469,472,507,515,533,540,544,553
050,25,005,Massachusetts,Bristol County,2,1,1,257180,257180,257625,257764,258150,257868,256979,255512,254103,253365
050,25,005,Massachusetts,Bristol County,2,1,2,7604,7604,7597,8070,8718,9288,9654,9915,10213,10428
050,25,005,Massachusetts,Bristol County,2,1,3,1621,1621,1653,1687,1704,1712,1738,1722,1720,1737
050,25,005,Massachusetts,Bristol County,2,1,4,4206,4206,4271,4448,4712,4949,5137,5222,5376,5564
050,25,005,Massachusetts,Bristol County,2,1,5,435,435,408,411,444,452,468,470,477,486
050,25,005,Massachusetts,Bristol County,2,2,1,8296,8296,8391,8841,9409,9871,10199,10584,10927,11278
050,25,005,Massachusetts,Bristol County,2,2,2,1318,1318,1283,1322,1366,1397,1390,1390,1387,1393
050,25,005,Massachusetts,Bristol County,2,2,3,232,232,209,226,247,257,268,292,292,308
050,25,005,Massachusetts,Bristol County,2,2,4,70,70,48,55,56,61,60,70,62,65
050,25,005,Massachusetts,Bristol County,2,2,5,60,60,61,61,63,63,65,70,67,67
050,25,007,Massachusetts,Dukes County,0,0,1,14193,14193,14277,14382,14514,14585,14622,14583,14512,14520
050,25,007,Massachusetts,Dukes County,0,0,2,509,509,501,511,521,528,532,541,547,560
050,25,007,Massachusetts,Dukes County,0,0,3,424,424,454,463,470,485,500,507,518,531
050,25,007,Massachusetts,Dukes County,0,0,4,108,108,109,111,140,147,152,158,163,171
050,25,007,Massachusetts,Dukes County,0,0,5,36,36,19,20,22,22,21,24,25,24
050,25,007,Massachusetts,Dukes County,0,1,1,14064,14064,14144,14241,14363,14428,14435,14386,14302,14298
050,25,007,Massachusetts,Dukes County,0,1,2,492,492,482,491,500,508,508,517,523,536
050,25,007,Massachusetts,Dukes County,0,1,3,412,412,447,456,463,477,492,499,510,523
050,25,007,Massachusetts,Dukes County,0,1,4,105,105,106,107,135,141,145,150,154,161
050,25,007,Massachusetts,Dukes County,0,1,5,35,35,18,19,21,21,20,23,24,23
050,25,007,Massachusetts,Dukes County,0,2,1,129,129,133,141,151,157,187,197,210,222
050,25,007,Massachusetts,Dukes County,0,2,2,17,17,19,20,21,20,24,24,24,24
050,25,007,Massachusetts,Dukes County,0,2,3,12,12,7,7,7,8,8,8,8,8
050,25,007,Massachusetts,Dukes County,0,2,4,3,3,3,4,5,6,7,8,9,10
050,25,007,Massachusetts,Dukes County,0,2,5,1,1,1,1,1,1,1,1,1,1
050,25,007,Massachusetts,Dukes County,1,0,1,6930,6930,6975,7037,7108,7135,7163,7152,7103,7095
050,25,007,Massachusetts,Dukes County,1,0,2,260,260,250,255,259,260,262,265,268,274
050,25,007,Massachusetts,Dukes County,1,0,3,214,214,228,231,236,241,247,251,257,261
050,25,007,Massachusetts,Dukes County,1,0,4,50,50,52,53,67,73,76,79,83,88
050,25,007,Massachusetts,Dukes County,1,0,5,18,18,11,11,11,12,11,13,13,12
050,25,007,Massachusetts,Dukes County,1,1,1,6862,6862,6904,6959,7024,7048,7060,7042,6987,6974
050,25,007,Massachusetts,Dukes County,1,1,2,250,250,238,242,246,248,247,250,253,259
050,25,007,Massachusetts,Dukes County,1,1,3,209,209,226,229,234,239,245,249,255,259
050,25,007,Massachusetts,Dukes County,1,1,4,48,48,50,50,63,68,70,72,75,79
050,25,007,Massachusetts,Dukes County,1,1,5,17,17,10,10,10,11,10,12,12,11
050,25,007,Massachusetts,Dukes County,1,2,1,68,68,71,78,84,87,103,110,116,121
050,25,007,Massachusetts,Dukes County,1,2,2,10,10,12,13,13,12,15,15,15,15
050,25,007,Massachusetts,Dukes County,1,2,3,5,5,2,2,2,2,2,2,2,2
050,25,007,Massachusetts,Dukes County,1,2,4,2,2,2,3,4,5,6,7,8,9
050,25,007,Massachusetts,Dukes County,1,2,5,1,1,1,1,1,1,1,1,1,1
050,25,007,Massachusetts,Dukes County,2,0,1,7263,7263,7302,7345,7406,7450,7459,7431,7409,7425
050,25,007,Massachusetts,Dukes County,2,0,2,249,249,251,256,262,268,270,276,279,286
050,25,007,Massachusetts,Dukes County,2,0,3,210,210,226,232,234,244,253,256,261,270
050,25,007,Massachusetts,Dukes County,2,0,4,58,58,57,58,73,74,76,79,80,83
050,25,007,Massachusetts,Dukes County,2,0,5,18,18,8,9,11,10,10,11,12,12
050,25,007,Massachusetts,Dukes County,2,1,1,7202,7202,7240,7282,7339,7380,7375,7344,7315,7324
050,25,007,Massachusetts,Dukes County,2,1,2,242,242,244,249,254,260,261,267,270,277
050,25,007,Massachusetts,Dukes County,2,1,3,203,203,221,227,229,238,247,250,255,264
050,25,007,Massachusetts,Dukes County,2,1,4,57,57,56,57,72,73,75,78,79,82
050,25,007,Massachusetts,Dukes County,2,1,5,18,18,8,9,11,10,10,11,12,12
050,25,007,Massachusetts,Dukes County,2,2,1,61,61,62,63,67,70,84,87,94,101
050,25,007,Massachusetts,Dukes County,2,2,2,7,7,7,7,8,8,9,9,9,9
050,25,007,Massachusetts,Dukes County,2,2,3,7,7,5,5,5,6,6,6,6,6
050,25,007,Massachusetts,Dukes County,2,2,4,1,1,1,1,1,1,1,1,1,1
050,25,007,Massachusetts,Dukes County,2,2,5,0,0,0,0,0,0,0,0,0,0
050,25,009,Massachusetts,Essex County,0,0,1,673435,673435,675146,677959,678331,675964,672858,670272,669214,669815
050,25,009,Massachusetts,Essex County,0,0,2,34484,34484,35548,37595,39246,40738,42048,43638,45177,46137
050,25,009,Massachusetts,Essex County,0,0,3,4051,4051,3926,4012,4095,4150,4176,4192,4199,4223
050,25,009,Massachusetts,Essex County,0,0,4,19931,19931,19709,20928,21757,22358,22902,23575,23923,24289
050,25,009,Massachusetts,Essex County,0,0,5,1007,1007,991,1041,1074,1099,1114,1165,1189,1211
050,25,009,Massachusetts,Essex County,0,1,1,609288,609288,609823,609278,607123,602829,598235,593705,590533,588747
050,25,009,Massachusetts,Essex County,0,1,2,17192,17192,18014,19006,19676,20258,20636,21162,21871,22276
050,25,009,Massachusetts,Essex County,0,1,3,2670,2670,2248,2273,2309,2352,2372,2379,2361,2360
050,25,009,Massachusetts,Essex County,0,1,4,19294,19294,19016,20184,20990,21581,22119,22759,23075,23404
050,25,009,Massachusetts,Essex County,0,1,5,501,501,461,487,503,522,535,550,558,562
050,25,009,Massachusetts,Essex County,0,2,1,64147,64147,65323,68681,71208,73135,74623,76567,78681,81068
050,25,009,Massachusetts,Essex County,0,2,2,17292,17292,17534,18589,19570,20480,21412,22476,23306,23861
050,25,009,Massachusetts,Essex County,0,2,3,1381,1381,1678,1739,1786,1798,1804,1813,1838,1863
050,25,009,Massachusetts,Essex County,0,2,4,637,637,693,744,767,777,783,816,848,885
050,25,009,Massachusetts,Essex County,0,2,5,506,506,530,554,571,577,579,615,631,649
050,25,009,Massachusetts,Essex County,1,0,1,321788,321788,322679,324405,325057,324331,323043,322020,321775,322354
050,25,009,Massachusetts,Essex County,1,0,2,16991,16991,17525,18549,19372,20163,20853,21649,22434,22923
050,25,009,Massachusetts,Essex County,1,0,3,1966,1966,1927,1975,2016,2045,2056,2065,2080,2074
050,25,009,Massachusetts,Essex County,1,0,4,9770,9770,9643,10252,10645,10951,11239,11586,11763,11918
050,25,009,Massachusetts,Essex County,1,0,5,496,496,484,524,536,555,562,597,613,623
050,25,009,Massachusetts,Essex County,1,1,1,290541,290541,290843,290821,290133,288320,286239,284155,282766,282078
050,25,009,Massachusetts,Essex County,1,1,2,8538,8538,8949,9451,9799,10103,10343,10598,10972,11179
050,25,009,Massachusetts,Essex County,1,1,3,1296,1296,1107,1125,1151,1157,1182,1182,1183,1176
050,25,009,Massachusetts,Essex County,1,1,4,9460,9460,9297,9889,10285,10566,10865,11181,11339,11494
050,25,009,Massachusetts,Essex County,1,1,5,252,252,220,244,247,258,269,280,281,291
050,25,009,Massachusetts,Essex County,1,2,1,31247,31247,31836,33584,34924,36011,36804,37865,39009,40276
050,25,009,Massachusetts,Essex County,1,2,2,8453,8453,8576,9098,9573,10060,10510,11051,11462,11744
050,25,009,Massachusetts,Essex County,1,2,3,670,670,820,850,865,888,874,883,897,898
050,25,009,Massachusetts,Essex County,1,2,4,310,310,346,363,360,385,374,405,424,424
050,25,009,Massachusetts,Essex County,1,2,5,244,244,264,280,289,297,293,317,332,332
050,25,009,Massachusetts,Essex County,2,0,1,351647,351647,352467,353554,353274,351633,349815,348252,347439,347461
050,25,009,Massachusetts,Essex County,2,0,2,17493,17493,18023,19046,19874,20575,21195,21989,22743,23214
050,25,009,Massachusetts,Essex County,2,0,3,2085,2085,1999,2037,2079,2105,2120,2127,2119,2149
050,25,009,Massachusetts,Essex County,2,0,4,10161,10161,10066,10676,11112,11407,11663,11989,12160,12371
050,25,009,Massachusetts,Essex County,2,0,5,511,511,507,517,538,544,552,568,576,588
050,25,009,Massachusetts,Essex County,2,1,1,318747,318747,318980,318457,316990,314509,311996,309550,307767,306669
050,25,009,Massachusetts,Essex County,2,1,2,8654,8654,9065,9555,9877,10155,10293,10564,10899,11097
050,25,009,Massachusetts,Essex County,2,1,3,1374,1374,1141,1148,1158,1195,1190,1197,1178,1184
050,25,009,Massachusetts,Essex County,2,1,4,9834,9834,9719,10295,10705,11015,11254,11578,11736,11910
050,25,009,Massachusetts,Essex County,2,1,5,249,249,241,243,256,264,266,270,277,271
050,25,009,Massachusetts,Essex County,2,2,1,32900,32900,33487,35097,36284,37124,37819,38702,39672,40792
050,25,009,Massachusetts,Essex County,2,2,2,8839,8839,8958,9491,9997,10420,10902,11425,11844,12117
050,25,009,Massachusetts,Essex County,2,2,3,711,711,858,889,921,910,930,930,941,965
050,25,009,Massachusetts,Essex County,2,2,4,327,327,347,381,407,392,409,411,424,461
050,25,009,Massachusetts,Essex County,2,2,5,262,262,266,274,282,280,286,298,299,317
050,25,011,Massachusetts,Franklin County,0,0,1,69751,69751,69674,69745,69855,69843,69809,69748,69489,69311
050,25,011,Massachusetts,Franklin County,0,0,2,1021,1021,984,1025,1080,1112,1172,1193,1196,1217
050,25,011,Massachusetts,Franklin County,0,0,3,730,730,785,801,805,810,818,814,806,796
050,25,011,Massachusetts,Franklin County,0,0,4,983,983,1011,1029,1110,1145,1200,1243,1294,1345
050,25,011,Massachusetts,Franklin County,0,0,5,39,39,19,21,22,23,24,26,27,27
050,25,011,Massachusetts,Franklin County,0,1,1,68473,68473,68402,68399,68399,68350,68287,68177,67898,67683
050,25,011,Massachusetts,Franklin County,0,1,2,878,878,863,897,938,966,1022,1042,1048,1071
050,25,011,Massachusetts,Franklin County,0,1,3,667,667,722,735,735,737,746,742,734,725
050,25,011,Massachusetts,Franklin County,0,1,4,960,960,994,1012,1093,1127,1181,1224,1275,1326
050,25,011,Massachusetts,Franklin County,0,1,5,34,34,15,16,18,19,20,22,23,23
050,25,011,Massachusetts,Franklin County,0,2,1,1278,1278,1272,1346,1456,1493,1522,1571,1591,1628
050,25,011,Massachusetts,Franklin County,0,2,2,143,143,121,128,142,146,150,151,148,146
050,25,011,Massachusetts,Franklin County,0,2,3,63,63,63,66,70,73,72,72,72,71
050,25,011,Massachusetts,Franklin County,0,2,4,23,23,17,17,17,18,19,19,19,19
050,25,011,Massachusetts,Franklin County,0,2,5,5,5,4,5,4,4,4,4,4,4
050,25,011,Massachusetts,Franklin County,1,0,1,33695,33695,33665,33740,33879,33932,33949,33913,33786,33724
050,25,011,Massachusetts,Franklin County,1,0,2,586,586,549,562,592,607,642,658,662,672
050,25,011,Massachusetts,Franklin County,1,0,3,357,357,365,374,375,373,381,379,375,365
050,25,011,Massachusetts,Franklin County,1,0,4,464,464,499,506,547,568,599,628,662,689
050,25,011,Massachusetts,Franklin County,1,0,5,20,20,9,10,12,12,14,15,16,17
050,25,011,Massachusetts,Franklin County,1,1,1,33059,33059,33032,33071,33155,33189,33190,33130,32993,32911
050,25,011,Massachusetts,Franklin County,1,1,2,504,504,483,495,520,531,564,578,580,590
050,25,011,Massachusetts,Franklin County,1,1,3,327,327,338,345,345,342,352,350,347,338
050,25,011,Massachusetts,Franklin County,1,1,4,453,453,490,497,538,559,590,619,653,680
050,25,011,Massachusetts,Franklin County,1,1,5,18,18,7,8,10,10,12,13,14,15
050,25,011,Massachusetts,Franklin County,1,2,1,636,636,633,669,724,743,759,783,793,813
050,25,011,Massachusetts,Franklin County,1,2,2,82,82,66,67,72,76,78,80,82,82
050,25,011,Massachusetts,Franklin County,1,2,3,30,30,27,29,30,31,29,29,28,27
050,25,011,Massachusetts,Franklin County,1,2,4,11,11,9,9,9,9,9,9,9,9
050,25,011,Massachusetts,Franklin County,1,2,5,2,2,2,2,2,2,2,2,2,2
050,25,011,Massachusetts,Franklin County,2,0,1,36056,36056,36009,36005,35976,35911,35860,35835,35703,35587
050,25,011,Massachusetts,Franklin County,2,0,2,435,435,435,463,488,505,530,535,534,545
050,25,011,Massachusetts,Franklin County,2,0,3,373,373,420,427,430,437,437,435,431,431
050,25,011,Massachusetts,Franklin County,2,0,4,519,519,512,523,563,577,601,615,632,656
050,25,011,Massachusetts,Franklin County,2,0,5,19,19,10,11,10,11,10,11,11,10
050,25,011,Massachusetts,Franklin County,2,1,1,35414,35414,35370,35328,35244,35161,35097,35047,34905,34772
050,25,011,Massachusetts,Franklin County,2,1,2,374,374,380,402,418,435,458,464,468,481
050,25,011,Massachusetts,Franklin County,2,1,3,340,340,384,390,390,395,394,392,387,387
050,25,011,Massachusetts,Franklin County,2,1,4,507,507,504,515,555,568,591,605,622,646
050,25,011,Massachusetts,Franklin County,2,1,5,16,16,8,8,8,9,8,9,9,8
050,25,011,Massachusetts,Franklin County,2,2,1,642,642,639,677,732,750,763,788,798,815
050,25,011,Massachusetts,Franklin County,2,2,2,61,61,55,61,70,70,72,71,66,64
050,25,011,Massachusetts,Franklin County,2,2,3,33,33,36,37,40,42,43,43,44,44
050,25,011,Massachusetts,Franklin County,2,2,4,12,12,8,8,8,9,10,10,10,10
050,25,011,Massachusetts,Franklin County,2,2,5,3,3,2,3,2,2,2,2,2,2
050,25,013,Massachusetts,Hampden County,0,0,1,404414,404412,404680,404275,405557,406281,405886,405327,404650,403799
050,25,013,Massachusetts,Hampden County,0,0,2,45870,45870,46026,46311,46730,47081,47218,47283,47303,47533
050,25,013,Massachusetts,Hampden County,0,0,3,3153,3153,3131,3198,3250,3287,3294,3294,3340,3343
050,25,013,Massachusetts,Hampden County,0,0,4,7231,7231,7149,7440,7797,8119,8457,8698,8895,9034
